\STAR_ID                                  = "HD 240210"
\DATA_CATEGORY                            = "Planet Radial Velocity Curve"
\NUMBER_OF_POINTS                         = "38"
\TIME_REFERENCE_FRAME                     = "MJD"
\MINIMUM_DATE                             = "2453187.41664"
\DATE_UNITS                               = "days"
\MAXIMUM_DATE                             = "2454842.06283"
\MINIMUM_VALUE                            = "-166.7"
\VALUE_UNITS                              = "m/s"
\MAXIMUM_VALUE                            = "229.0"
\REFERENCE                                = "Niedzielski et al. 2009 (ApJ, 707, 768)"
\BIBCODE                                  = "2009ApJ...707..768N"
\TELESCOPE                                = "9.2m Hobby Eberly Telescope (HET)"
\INSTRUMENT                               = "HRS"
\WAVELENGTH_CALIBRATION_TECHNIQUE         = "Iodine"
\OBSERVATORY_SITE                         = "McDonald Observatory, Texas"
\COLUMN_RADIAL_VELOCITY                   = "Radial velocity relative to barycenter"
\COLUMN_RADIAL_VELOCITY_UNCERTAINTY       = "Uncertainty in RADIAL_VELOCITY"
|           MJD | Radial_Velocity | Radial_Velocity_Uncertainty |
|        double |          double |                      double |
