\STAR_ID                                  = "HD 168443"
\DATA_CATEGORY                            = "Planet Radial Velocity Curve"
\NUMBER_OF_POINTS                         = "72"
\TIME_REFERENCE_FRAME                     = "HJD"
\MINIMUM_DATE                             = "2451296.843836"
\DATE_UNITS                               = "days"
\MAXIMUM_DATE                             = "2452162.542188"
\MINIMUM_VALUE                            = "-49389.70"
\VALUE_UNITS                              = "m/s"
\MAXIMUM_VALUE                            = "-48121.20"
\REFERENCE                                = "Udry et al. 2002 (A&A, 390, 267)"
\BIBCODE                                  = "2002A&A...390..267U"
\TELESCOPE                                = "1.2m Euler Swiss telescope"
\INSTRUMENT                               = "CORALIE"
\WAVELENGTH_CALIBRATION_TECHNIQUE         = "Thorium Argon"
\OBSERVATORY_SITE                         = "ESO La Silla, Chile"
\COLUMN_RADIAL_VELOCITY                   = "Radial velocity relative to barycenter"
\COLUMN_RADIAL_VELOCITY_UNCERTAINTY       = "Uncertainty in RADIAL_VELOCITY"
|            HJD | Radial_Velocity | Radial_Velocity_Uncertainty |
|         double |          double |                      double |
