\STAR_ID                                  = "HD 45350"
\DATA_CATEGORY                            = "Planet Radial Velocity Curve"
\NUMBER_OF_POINTS                         = "30"
\TIME_REFERENCE_FRAME                     = "JD"
\MINIMUM_DATE                             = "2451543.998"
\DATE_UNITS                               = "days"
\MAXIMUM_DATE                             = "2453071.828"
\MINIMUM_VALUE                            = "-16.1870"
\VALUE_UNITS                              = "m/s"
\MAXIMUM_VALUE                            = "26.3054"
\REFERENCE                                = "Marcy et al. 2005 (ApJ, 619, 570)"
\BIBCODE                                  = "2005ApJ...619..570M"
\TELESCOPE                                = "10m Keck I"
\INSTRUMENT                               = "HIRES"
\WAVELENGTH_CALIBRATION_TECHNIQUE         = "Iodine"
\OBSERVATORY_SITE                         = "Mauna Kea, Hawaii"
\COLUMN_JD                                = "Julian date of observation"
\COLUMN_RADIAL_VELOCITY                   = "Radial velocity relative to barycenter"
\COLUMN_RADIAL_VELOCITY_UNCERTAINTY       = "Uncertainty in RADIAL_VELOCITY"
|          JD | Radial_Velocity | Radial_Velocity_Uncertainty |
