0,1,2
2450831.771644,-37.0,19.0
2450856.691169,-98.0,24.0
2451175.9525,-78.0,18.0
2451859.976991,101.0,12.0
2451860.94419,45.0,12.0
2451998.688475,-92.0,11.0
2452000.666788,-77.0,11.0
2452001.678502,-38.0,12.0
2452028.673657,-62.0,19.0
2452033.67013,-27.0,7.2
2452040.676586,-3.9,9.7
2452041.67704,-14.0,13.0
2452158.027523,18.0,12.0
2452160.030023,-7.5,9.5
2452161.029201,8.1,9.4
2452162.02456,-3.7,9.0
2452202.028146,-21.8,9.4
2452203.020551,-60.0,13.0
2452203.992809,-37.0,11.0
2452205.038631,-72.0,13.0
2452217.969774,-71.0,11.0
2452218.923351,-67.0,12.0
2452221.003451,-70.0,13.0
2452221.969909,-79.8,9.4
2452267.844551,-101.2,7.8
2452281.936938,-30.0,15.0
2452282.943211,-76.0,17.0
2452285.929993,-48.0,16.0
2452287.881938,-76.0,12.0
2452299.707245,-21.0,12.0
2452316.757355,42.0,11.0
2452333.695231,133.7,9.4
2452334.666042,97.0,11.0
2452335.674016,88.0,10.0
2452345.704793,145.0,14.0
2452348.655835,102.0,12.0
2452534.998444,-46.0,7.9
2453008.826308,-62.0,10.0
2453068.667095,-116.0,11.0
NaN,NaN,NaN
