0,1,2
2455721.482,-190.09,61.09
2455722.561,246.23,53.72
2455723.604,28.04,59.75
2455724.611,-409.37,58.84
2455726.63,157.47,47.67
2455728.539,-146.13,56.44
2455735.513,-121.06,81.73
2455736.571,286.48,50.45
2455737.464,75.76,50.47
2455738.46,-90.05,57.78
2455901.84,281.61,34.46
2455911.841,79.18,39.24
2455936.867,274.56,48.03
2455991.751,108.73,56.55
2456021.75,-33.57,57.03
2456024.793,-50.14,90.16
2456025.782,222.49,46.75
2456029.739,163.37,65.29
2456031.546,-256.83,46.88
2456032.702,81.66,40.39
2456035.651,27.54,69.87
NaN,NaN,NaN
