0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454867.993356,-62.473,69.745,NaN,NaN,NaN,NaN
2454868.02897,-82.039,96.158,NaN,NaN,NaN,NaN
2454869.013553,-57.921,143.499,NaN,NaN,NaN,NaN
2454870.010231,78.198,102.267,NaN,NaN,NaN,NaN
2454876.00647,80.197,123.911,NaN,NaN,NaN,NaN
2454877.003565,-6.702,104.466,NaN,NaN,NaN,NaN
2454878.012037,79.729,103.513,NaN,NaN,NaN,NaN
2454898.955127,129.354,73.101,NaN,NaN,NaN,NaN
2454901.906331,-136.418,93.587,NaN,NaN,NaN,NaN
2454902.899502,-12.612,87.069,NaN,NaN,NaN,NaN
2454905.912095,-16.816,60.05,NaN,NaN,NaN,NaN
2454906.880289,-19.102,NaN,NaN,NaN,NaN,NaN
2454926.799259,71.098,86.599,NaN,NaN,NaN,NaN
2454927.777535,87.715,81.06,NaN,NaN,NaN,NaN
2454931.888229,5.167,105.116,NaN,NaN,NaN,NaN
2454934.859954,93.267,73.267,NaN,NaN,NaN,NaN
2454935.852257,29.001,106.17,NaN,NaN,NaN,NaN
2454958.77353,NaN,NaN,NaN,NaN,NaN,NaN
2454959.790081,NaN,NaN,NaN,NaN,NaN,NaN
2454960.812373,NaN,NaN,NaN,NaN,NaN,NaN
2454962.778241,NaN,NaN,NaN,NaN,NaN,NaN
2454963.768588,NaN,NaN,NaN,NaN,NaN,NaN
2454984.696389,-197.913,62.665,NaN,NaN,NaN,NaN
2454987.73463,NaN,NaN,NaN,NaN,NaN,NaN
2454990.690174,-47.709,71.888,NaN,NaN,NaN,NaN
2454993.707303,-74.945,86.244,NaN,NaN,NaN,NaN
2455286.757581,145.008,90.831,NaN,NaN,NaN,NaN
2455291.771759,-84.083,92.386,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
