0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454956.820637,-155.264,97.739,NaN,NaN,NaN,NaN
2454957.857836,31.938,64.663,NaN,NaN,NaN,NaN
2454990.89603,NaN,NaN,NaN,NaN,NaN,NaN
2455102.740347,24.833,NaN,NaN,NaN,NaN,NaN
2455104.718669,-11.112,31.632,NaN,NaN,NaN,NaN
2455131.669931,-8.821,58.355,NaN,NaN,NaN,NaN
2455136.673542,NaN,NaN,NaN,NaN,NaN,NaN
2455312.939583,-6.351,52.806,NaN,NaN,NaN,NaN
2455339.784479,69.727,91.344,NaN,NaN,NaN,NaN
2455340.782269,53.082,78.415,NaN,NaN,NaN,NaN
2455341.777928,-91.125,82.956,NaN,NaN,NaN,NaN
2455345.869259,118.628,82.316,NaN,NaN,NaN,NaN
2455346.93603,-82.901,49.025,NaN,NaN,NaN,NaN
2455347.916944,-58.013,55.767,NaN,NaN,NaN,NaN
2455368.758426,48.97,52.298,NaN,NaN,NaN,NaN
2455369.756586,55.131,61.306,NaN,NaN,NaN,NaN
2455372.906493,-51.991,50.254,NaN,NaN,NaN,NaN
2455483.697546,63.271,35.564,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
