0,1,2
2451402.814751,13991.1,9.0
2451417.680742,13907.3,5.0
2451417.692929,13901.4,5.0
2451423.700021,14022.0,6.0
2451423.712034,14000.7,6.0
2451433.641082,14203.1,6.0
2451433.653292,14187.7,6.0
2451435.589234,14219.2,10.0
2451435.601455,14220.2,7.0
2451436.726654,14221.1,28.0
2451437.708689,14251.6,9.0
2451439.610085,14309.3,8.0
2451442.626679,14347.5,5.0
2451443.630869,14366.5,5.0
2451444.623693,14378.6,6.0
2451449.648902,14457.5,10.0
2451454.622213,14511.9,8.0
2451460.585702,14605.4,8.0
2451460.59915,14595.1,8.0
2451463.538104,14620.6,7.0
2451465.599851,14623.5,6.0
2451480.568171,14755.4,7.0
2451484.529642,14773.0,6.0
2451486.524247,14780.4,11.0
2451487.551424,14800.3,6.0
2451489.525209,14808.9,6.0
2451492.544236,14842.5,6.0
2451501.538414,14888.1,8.0
2451505.558302,14889.9,7.0
2451635.88948,14615.0,7.0
2451641.916045,14460.0,9.0
2451667.86398,13938.3,9.0
2451689.916523,14243.5,9.0
2451700.899514,14413.2,5.0
2451748.748511,14863.6,6.0
2451753.795762,14887.6,5.0
2451756.737917,14916.7,6.0
2451759.797791,14919.7,5.0
2451774.705129,14976.0,5.0
2451777.682414,14996.0,8.0
2451780.610613,14990.7,8.0
2451781.736517,14982.2,36.0
2451784.627128,15008.4,8.0
2451786.666196,15002.7,5.0
2451789.685229,15008.3,5.0
2451794.683051,15023.9,6.0
2451804.711619,15031.0,6.0
2451830.548509,15042.4,5.0
2451840.575739,15034.3,6.0
2451993.89836,14845.2,9.0
2451995.892817,14848.1,9.0
2451997.900127,14875.0,9.0
2451998.886293,14880.9,11.0
2452000.826601,14874.1,15.0
2452005.907388,14910.3,9.0
2452046.854077,15057.6,9.0
2452046.869021,15056.3,8.0
2452051.865642,15037.0,8.0
2452051.878954,15058.4,9.0
2452052.87333,15058.7,9.0
2452055.893159,15050.8,15.0
2452055.906621,15084.9,17.0
2452072.846467,15089.6,5.0
2452072.859801,15086.3,6.0
2452073.837054,15096.0,4.0
2452073.851974,15087.1,5.0
2452074.803286,15083.4,5.0
2452074.903432,15081.7,5.0
2452075.825482,15084.6,5.0
2452075.840309,15071.4,5.0
2452076.869241,15096.4,6.0
2452076.883061,15090.5,7.0
2452077.942561,15089.2,6.0
2452078.90865,15107.4,10.0
2452078.922424,15086.8,11.0
2452079.768307,15087.7,8.0
2452079.783667,15082.3,8.0
2452080.902299,15081.7,6.0
2452080.916085,15098.4,5.0
2452131.686337,14896.6,4.0
2452131.701245,14898.8,5.0
2452134.772585,14860.6,6.0
2452134.790259,14878.4,6.0
2452135.766764,14861.9,7.0
2452135.784669,14826.3,6.0
2452141.75173,14716.1,27.0
2452141.765063,14810.2,22.0
2452150.645994,14606.6,4.0
2452150.65935,14601.6,4.0
2452161.663916,14317.5,6.0
2452172.684465,14037.2,5.0
2452178.635094,13957.3,7.0
2452191.55976,14092.1,5.0
2452219.556333,14549.2,5.0
NaN,NaN,NaN
