0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454777.601146,NaN,NaN,NaN,NaN,NaN,NaN
2454778.559537,117.645,51.004,NaN,NaN,NaN,NaN
2454779.560637,NaN,NaN,NaN,NaN,NaN,NaN
2454783.720694,NaN,NaN,NaN,NaN,NaN,NaN
2454785.75875,NaN,NaN,NaN,NaN,NaN,NaN
2454786.72,NaN,NaN,NaN,NaN,NaN,NaN
2454788.773634,NaN,NaN,NaN,NaN,NaN,NaN
2454807.622002,15.286,51.579,NaN,NaN,NaN,NaN
2454811.644387,39.961,46.397,NaN,NaN,NaN,NaN
2454812.634167,20.449,46.909,NaN,NaN,NaN,NaN
2454836.559063,-57.965,54.164,NaN,NaN,NaN,NaN
2454839.658866,NaN,NaN,NaN,NaN,NaN,NaN
2454840.656262,NaN,NaN,NaN,NaN,NaN,NaN
2454843.628519,-22.903,43.929,NaN,NaN,NaN,NaN
2454844.655336,-28.623,42.992,NaN,NaN,NaN,NaN
2455020.933843,NaN,NaN,NaN,NaN,NaN,NaN
2455021.943947,NaN,NaN,NaN,NaN,NaN,NaN
2455022.952373,-117.811,37.628,NaN,NaN,NaN,NaN
2455023.923681,NaN,NaN,NaN,NaN,NaN,NaN
2455024.929132,-79.103,39.492,NaN,NaN,NaN,NaN
2455025.932627,-82.608,39.258,NaN,NaN,NaN,NaN
2455106.894329,101.934,NaN,NaN,NaN,NaN,NaN
2455116.933843,113.752,18.547,NaN,NaN,NaN,NaN
2455131.745428,-99.336,22.519,NaN,NaN,NaN,NaN
2455515.687743,-19.617,17.715,NaN,NaN,NaN,NaN
2455523.687836,31.469,19.34,NaN,NaN,NaN,NaN
2455524.816933,27.307,20.363,NaN,NaN,NaN,NaN
2455543.640336,40.164,24.048,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
