0,1,2
2453158.66346,-9227.3,1.2
2453511.773341,-9215.49,1.2
2453520.744746,-9198.66,1.3
2453573.512039,-9208.74,1.2
2453574.522329,-9199.22,1.1
2453575.480749,-9204.66,1.0
2453576.536046,-9215.36,1.0
2453577.592603,-9219.27,1.2
2453578.510713,-9208.89,0.9
2453578.629602,-9206.28,1.1
2453579.462557,-9195.85,0.9
2453579.621049,-9194.14,1.0
2453585.46177,-9202.43,1.0
2453586.465158,-9211.96,0.7
2453587.464704,-9225.56,1.4
2453588.538062,-9216.78,2.3
2453589.462024,-9203.22,0.7
2453590.463895,-9195.62,0.8
2453591.466484,-9201.38,0.7
2453592.464813,-9214.24,0.8
2453606.551679,-9193.97,1.9
2453607.507527,-9198.49,1.0
2453608.482643,-9212.73,1.2
2453609.488452,-9222.25,1.5
2453757.877319,-9204.35,1.0
2453760.875475,-9211.09,1.3
2453761.859216,-9201.77,1.3
2453811.846943,-9203.33,1.2
2453813.827017,-9218.74,0.9
2453830.836957,-9210.13,0.9
2453862.701441,-9208.62,0.9
2453864.713662,-9194.47,1.0
2453867.752171,-9217.47,1.1
2453870.696603,-9202.99,1.1
2453882.657763,-9219.56,0.9
2453887.690738,-9213.32,0.9
2453918.621751,-9200.79,1.1
2453920.594947,-9226.08,1.0
2453945.543122,-9198.2,1.0
2453951.485927,-9202.54,0.9
2453975.471596,-9215.67,1.0
2453979.543975,-9216.06,1.2
2454166.874182,-9222.84,1.1
2454170.853961,-9200.59,0.9
2454194.872349,-9221.7,1.1
2454196.750384,-9193.45,1.2
2454197.845039,-9192.64,1.2
2454198.855509,-9211.29,1.2
2454199.732869,-9213.93,1.0
2454200.910915,-9208.29,1.0
2454201.868554,-9198.97,1.0
2454202.882595,-9194.75,1.0
2454228.741561,-9199.64,1.1
2454229.700478,-9197.22,1.4
2454230.762136,-9209.82,1.0
2454234.645916,-9194.21,1.1
2454253.633168,-9217.33,1.0
2454254.66481,-9212.38,1.0
2454291.56885,-9215.2,1.3
2454292.590814,-9208.07,0.9
2454293.625868,-9198.04,1.0
2454295.639448,-9218.52,1.1
2454296.606114,-9229.15,1.2
2454297.641939,-9215.56,1.0
2454298.5676,-9200.23,1.1
2454299.622195,-9197.42,1.5
2454300.61911,-9207.92,1.0
2454315.507494,-9194.71,1.6
2454317.480847,-9216.47,1.0
2454319.490527,-9205.83,1.3
2454320.544072,-9196.2,1.0
2454323.50705,-9219.28,3.2
2454340.555781,-9209.57,0.9
2454342.486204,-9189.58,1.0
2454349.515163,-9219.82,1.0
2454530.85566,-9201.87,1.0
2454550.831274,-9201.88,0.9
2454553.803722,-9221.33,0.8
2454563.838002,-9211.36,0.9
2454566.761147,-9207.87,1.1
2454567.791671,-9199.72,1.0
2454569.793302,-9222.25,1.0
2454570.804248,-9223.75,1.0
2454571.818376,-9204.49,1.1
2454587.861968,-9205.05,1.5
2454588.838799,-9199.85,1.1
2454589.827493,-9202.86,1.1
2454590.819634,-9213.98,1.0
2454591.81712,-9228.48,1.5
2454592.827337,-9216.85,0.9
2454610.742932,-9189.19,1.1
2454611.713477,-9199.94,0.9
2454616.713028,-9199.47,1.3
2454639.686739,-9218.81,1.1
2454640.654409,-9218.58,1.3
2454641.631706,-9205.99,1.0
2454643.644998,-9205.81,1.3
2454644.587028,-9218.3,1.2
2454646.625357,-9215.15,1.2
2454647.579119,-9200.87,1.1
2454648.484817,-9198.42,1.1
2454661.553706,-9220.01,1.2
2454662.549408,-9208.73,1.3
2454663.544866,-9194.38,1.1
2454664.553042,-9194.5,1.2
2454665.569376,-9202.07,1.0
2454672.531723,-9213.59,1.8
2454674.52412,-9198.58,1.3
2454677.505114,-9216.96,1.1
2454678.556785,-9206.46,1.1
2454679.504034,-9194.34,1.5
2454681.514143,-9204.61,1.4
2454682.503343,-9215.37,1.3
2454701.485074,-9193.9,1.2
2454703.513042,-9210.09,1.2
2454708.47905,-9212.61,1.2
2454721.473033,-9223.61,1.2
2454722.472371,-9205.43,1.1
NaN,NaN,NaN
