0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454901.948889,NaN,NaN,NaN,NaN,NaN,NaN
2454902.949583,NaN,NaN,NaN,NaN,NaN,NaN
2454905.957824,NaN,NaN,NaN,NaN,NaN,NaN
2454906.926551,-28.389,100.17,NaN,NaN,NaN,NaN
2454907.918171,92.254,79.242,NaN,NaN,NaN,NaN
2454926.903426,NaN,NaN,NaN,NaN,NaN,NaN
2454927.908391,NaN,NaN,NaN,NaN,NaN,NaN
2454983.751771,59.655,69.497,NaN,NaN,NaN,NaN
2454984.744155,-92.18,NaN,NaN,NaN,NaN,NaN
2455014.649456,52.928,59.295,NaN,NaN,NaN,NaN
2455023.653333,47.004,72.47,NaN,NaN,NaN,NaN
2455024.653067,134.76,53.807,NaN,NaN,NaN,NaN
2455222.917106,32.461,62.826,NaN,NaN,NaN,NaN
2455223.907037,130.071,76.81,NaN,NaN,NaN,NaN
2455254.910266,NaN,NaN,NaN,NaN,NaN,NaN
2455258.921458,NaN,NaN,NaN,NaN,NaN,NaN
2455259.910312,NaN,NaN,NaN,NaN,NaN,NaN
2455260.900347,NaN,NaN,NaN,NaN,NaN,NaN
2455261.955741,NaN,NaN,NaN,NaN,NaN,NaN
2455280.863611,-242.74,84.379,NaN,NaN,NaN,NaN
2455289.767384,-126.955,82.485,NaN,NaN,NaN,NaN
2455312.666562,18.15,67.966,NaN,NaN,NaN,NaN
2455349.824271,-77.021,66.652,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
