0,1,2
2454051.248952,-84.8,6.4
2454051.258708,-92.4,6.4
2454080.214859,-112.2,6.4
2454080.216919,-118.9,6.4
2454087.224469,-165.6,6.4
2454087.226876,-168.6,6.4
2454088.224001,-167.3,6.4
2454088.22642,-173.5,6.4
2454089.227735,-152.9,6.4
2454089.230224,-166.9,6.4
2454183.679363,85.0,6.4
2454183.682581,78.3,6.4
2454184.670949,73.5,6.4
2454184.673959,64.9,6.4
2454187.671892,56.4,6.4
2454188.664487,65.6,6.4
2454188.667138,64.6,6.4
2454189.654872,78.6,6.4
2454189.657279,75.7,6.4
2454190.637004,82.8,6.4
2454190.639412,81.8,6.4
2454192.641086,76.0,6.4
2454192.644894,81.0,6.4
2454231.587843,-71.9,6.4
2454233.600307,-136.3,6.4
2454260.61069,-100.7,6.4
2454260.611732,-94.9,6.4
2454261.597189,-120.6,6.4
2454261.598196,-108.7,6.4
2454264.572507,-91.8,6.4
2454264.573538,-89.9,6.4
2454302.494683,22.3,6.4
2454308.396387,43.8,6.4
2454308.399304,44.0,6.4
2454310.485802,51.6,6.4
2454310.491856,47.3,6.4
2454312.430342,54.1,6.4
2454312.435735,55.3,6.4
2454314.458617,70.8,6.4
2454314.462391,70.2,6.4
2454328.454122,51.5,6.4
2454328.456761,55.8,6.4
2454331.447861,68.9,6.4
2454331.449331,65.7,6.4
2454332.35494,59.9,6.4
2454332.358921,53.1,6.4
2454336.445516,53.6,6.4
2454337.471747,54.6,6.4
2454337.473495,61.2,6.4
2454338.400813,64.6,6.4
2454338.402156,55.7,6.4
2454339.39643,49.7,6.4
2454339.39908,64.2,6.4
2454344.416887,62.5,6.4
2454344.419109,63.4,6.4
2454347.42421,54.7,6.4
2454347.42642,50.3,6.4
2454352.322667,14.0,6.4
2454352.324022,8.0,6.4
2454363.299659,-28.8,6.4
2454364.313237,-28.3,6.4
2454365.292347,-16.0,6.4
2454367.298621,-63.5,6.4
2454371.315919,-42.7,6.4
2454371.317621,-51.1,6.4
2454376.351957,-74.5,6.4
2454376.352929,-63.3,6.4
2454380.437978,-57.8,6.4
2454381.455159,-83.6,6.4
2454381.457578,-81.9,6.4
2454405.241792,-77.6,6.4
2454405.243505,-63.7,6.4
2454408.225081,-63.6,6.4
2454408.226805,-56.9,6.4
2454409.224595,-95.6,6.4
2454409.226296,-90.8,6.4
2454410.259061,-59.6,6.4
2454410.26001,-62.8,6.4
2454413.358583,-41.2,6.4
2454413.360064,-30.4,6.4
2454419.304532,1.7,6.4
2454422.29047,0.5,6.4
2454422.291593,3.2,6.4
2454432.251194,-13.1,6.4
2454432.252143,-9.9,6.4
2454435.223711,9.3,6.4
2454435.22466,7.9,6.4
2454462.214211,73.0,6.4
2454464.208435,81.4,6.4
2454479.235921,59.7,6.4
2454479.239729,65.0,6.4
2454544.648046,-107.0,6.4
2454544.649631,-108.8,6.4
2454545.659272,-91.9,6.4
2454545.661182,-93.8,6.4
2454584.543404,-31.0,6.4
2454594.530121,-9.3,6.4
2454602.585581,28.1,6.4
2454602.588938,18.6,6.4
2454618.586075,49.2,6.4
2454666.491955,68.9,6.4
2454666.49368,60.9,6.4
2454667.485012,65.5,6.4
2454667.486042,55.1,6.4
2454688.400942,-20.5,6.4
2454688.402192,-18.4,6.4
2454701.367495,-41.5,6.4
2454726.390628,-12.6,6.4
2454726.391901,-15.3,6.4
2454735.374557,35.7,6.4
2454754.272729,-4.7,6.4
2454754.273713,-0.3,6.4
2454754.274674,-0.7,6.4
2454754.275646,2.9,6.4
2454754.276607,-1.5,6.4
2454754.277614,1.3,6.4
2454754.278586,-20.2,6.4
2454754.279558,-3.4,6.4
2454754.28053,3.1,6.4
2454754.281491,-6.6,6.4
2454754.282475,-1.3,6.4
2454754.283435,-10.8,6.4
2454754.284396,-11.2,6.4
2454754.28538,-11.8,6.4
2454754.28634,-6.2,6.4
2454754.28737,4.6,6.4
2454754.288342,3.8,6.4
2454754.289303,-0.5,6.4
2454754.290287,11.7,6.4
2454754.291259,1.2,6.4
2454754.292208,-11.5,6.4
2454754.293192,-5.4,6.4
2454754.294152,10.7,6.4
2454754.295136,-1.0,6.4
2454754.296108,9.5,6.4
2454754.297092,-1.9,6.4
2454754.298064,-2.9,6.4
2454754.299037,-11.3,6.4
2454754.300009,1.8,6.4
2454754.300981,-4.7,6.4
2454754.301953,-7.7,6.4
2454754.302948,-2.2,6.4
2454754.303909,-3.1,6.4
2454754.304893,-9.4,6.4
2454754.305888,-6.7,6.4
2454754.30686,-11.2,6.4
2454754.307821,-5.8,6.4
2454754.308782,-9.3,6.4
2454754.3098,-6.9,6.4
2454754.310772,0.8,6.4
2454754.311733,-8.7,6.4
2454754.312728,-13.7,6.4
2454754.3137,-6.6,6.4
2454754.314684,-7.1,6.4
2454754.315656,-7.8,6.4
2454754.316629,-3.0,6.4
2454767.269654,35.9,6.4
2454767.271205,35.5,6.4
2454809.218533,-38.3,6.4
2454809.219528,-42.7,6.4
2454822.204538,-113.3,6.4
2454822.205764,-110.3,6.4
NaN,NaN,NaN
