0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454840.961655,10611.062,25.595,NaN,NaN,NaN,NaN
2454842.99963,12724.98,28.289,NaN,NaN,NaN,NaN
2454844.924213,14215.112,33.77,NaN,NaN,NaN,NaN
2454846.909907,15227.894,NaN,NaN,NaN,NaN,NaN
2454847.90463,15398.888,14.626,NaN,NaN,NaN,NaN
2454867.766759,-3519.453,145.708,NaN,NaN,NaN,NaN
2454902.731134,-3238.617,149.839,NaN,NaN,NaN,NaN
2454903.747639,-3299.484,150.402,NaN,NaN,NaN,NaN
2454927.682535,NaN,NaN,NaN,NaN,NaN,NaN
2454928.660891,NaN,NaN,NaN,NaN,NaN,NaN
2454929.670845,NaN,NaN,NaN,NaN,NaN,NaN
2454957.655845,-3335.435,164.866,NaN,NaN,NaN,NaN
2455113.961806,NaN,NaN,NaN,NaN,NaN,NaN
2455141.915197,-3397.334,150.51,NaN,NaN,NaN,NaN
2455143.94669,-3615.419,160.947,NaN,NaN,NaN,NaN
2455144.941725,-3557.424,154.608,NaN,NaN,NaN,NaN
2455145.948553,-3414.812,162.388,NaN,NaN,NaN,NaN
2455163.83919,-3482.054,141.738,NaN,NaN,NaN,NaN
2455193.817303,-3556.07,130.137,NaN,NaN,NaN,NaN
2455197.820891,-3690.371,178.937,NaN,NaN,NaN,NaN
2455199.892292,-3653.746,147.172,NaN,NaN,NaN,NaN
2455200.790197,-3467.297,144.526,NaN,NaN,NaN,NaN
2455227.74125,-3503.064,158.635,NaN,NaN,NaN,NaN
2455258.835451,-3401.049,157.547,NaN,NaN,NaN,NaN
2455280.71037,-3432.426,155.398,NaN,NaN,NaN,NaN
2455283.748148,-3320.64,177.951,NaN,NaN,NaN,NaN
2455287.72603,-2515.129,215.662,NaN,NaN,NaN,NaN
2455523.871343,-3426.625,168.868,NaN,NaN,NaN,NaN
2455526.860833,NaN,NaN,NaN,NaN,NaN,NaN
2455527.892627,-3351.485,150.59,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
