0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454994.880093,7636.637,92.289,NaN,NaN,NaN,NaN
2455100.683588,-397.549,39.774,NaN,NaN,NaN,NaN
2455101.7011,-392.301,38.972,NaN,NaN,NaN,NaN
2455103.674109,-347.652,46.86,NaN,NaN,NaN,NaN
2455128.649815,-517.855,37.558,NaN,NaN,NaN,NaN
2455129.663229,-487.404,56.405,NaN,NaN,NaN,NaN
2455283.981042,-340.375,52.151,NaN,NaN,NaN,NaN
2455290.979977,-455.043,42.856,NaN,NaN,NaN,NaN
2455291.94838,-202.921,67.99,NaN,NaN,NaN,NaN
2455292.962303,-398.811,42.671,NaN,NaN,NaN,NaN
2455341.862882,-435.029,42.957,NaN,NaN,NaN,NaN
2455342.820764,-297.551,53.004,NaN,NaN,NaN,NaN
2455343.895197,-389.406,38.598,NaN,NaN,NaN,NaN
2455344.861331,-329.163,50.671,NaN,NaN,NaN,NaN
2455345.823843,-427.741,41.43,NaN,NaN,NaN,NaN
2455346.851887,-465.964,43.272,NaN,NaN,NaN,NaN
2455347.831956,-348.327,41.35,NaN,NaN,NaN,NaN
2455383.919225,-406.391,NaN,NaN,NaN,NaN,NaN
2455431.842755,-315.974,50.569,NaN,NaN,NaN,NaN
2455441.799919,-356.04,54.451,NaN,NaN,NaN,NaN
2455468.747963,-325.14,47.082,NaN,NaN,NaN,NaN
2455496.609433,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
