0,1,2
2451004.874132,242.0,14.0
2451006.882743,97.0,13.0
2451026.84441,-49.0,12.0
2451027.869005,-99.0,12.0
2451045.835799,-67.0,12.0
2451075.765231,253.0,12.0
2451075.789028,267.0,12.0
2451075.811354,264.0,11.0
2451076.710162,289.0,11.0
2451076.732419,268.0,11.0
2451076.754815,293.0,11.0
2451077.782083,217.0,13.0
2451077.804815,222.0,13.0
2451077.826968,195.0,14.0
2451078.725926,213.0,11.0
2451078.7489,212.0,11.0
2451078.771562,190.0,13.0
2451079.766192,127.0,15.0
2451079.787164,96.0,16.0
2451079.807083,100.0,16.0
2451081.652164,-25.0,14.0
2451081.674514,-33.0,13.0
2451081.6975,-69.0,12.0
2451082.662963,-135.0,12.0
2451082.681713,-109.0,18.0
2451101.707014,-176.0,13.0
2451101.729549,-194.0,12.0
2451133.638044,199.0,15.0
2451300.005706,-51.9,7.4
2451352.944676,104.0,14.0
2451362.930185,-49.1,7.6
2451363.947431,32.3,7.5
2451364.945324,136.8,7.9
2451377.84537,-248.0,12.0
2451377.866829,-263.0,11.0
2451379.875694,-133.0,12.0
2451379.898067,-127.0,13.0
2451386.887396,272.0,12.0
2451386.910243,264.0,14.0
2451387.951296,210.0,12.0
2451388.887859,183.0,12.0
2451388.910104,178.0,12.0
2451391.907465,-89.0,12.0
2451391.93015,-92.0,13.0
2451402.791192,231.0,12.0
2451402.813495,237.0,13.0
2451416.741921,-115.9,6.7
2451417.776354,-13.7,7.4
2451418.731377,115.0,10.0
2451418.755764,87.0,11.0
2451419.66912,151.0,12.0
2451419.691366,169.0,12.0
2451439.639884,261.0,13.0
2451439.662245,242.0,13.0
2451445.711481,-41.4,7.3
2451446.672593,-136.0,6.3
2451447.641331,-210.9,7.4
2451448.715336,-262.8,6.8
2451453.675174,-84.0,12.0
2451453.694884,-26.0,12.0
2451454.661979,24.0,14.0
2451454.684479,58.0,12.0
2451467.665532,-268.0,14.0
2451467.687789,-257.0,14.0
2451468.631204,-261.0,12.0
2451468.653137,-243.0,12.0
2451496.605532,230.0,15.0
2451496.628461,226.0,13.0
2451678.929086,213.8,8.7
2451699.934687,6.0,14.0
2451699.956933,-11.0,13.0
2451750.827315,249.0,7.0
2451751.851516,205.1,7.2
2451774.790741,-159.6,6.0
2451775.824074,-233.5,6.1
2451802.726979,220.0,11.0
2451802.749144,232.0,12.0
2451803.724965,250.0,10.0
2451803.747373,278.0,10.0
2451812.700934,-253.0,11.0
2451812.723081,-233.0,11.0
2451816.6636,-128.0,11.0
2451816.692986,-125.0,12.0
2451823.644942,260.0,10.0
2451823.674421,256.0,10.0
2451825.632118,159.5,9.8
2451825.661262,164.0,11.0
2451834.614213,-154.0,11.0
2451834.64353,-182.0,13.0
2451841.631817,300.0,11.0
2451841.66125,283.0,10.0
2452073.912409,50.0,14.0
2452073.942477,42.0,13.0
2452073.970674,95.0,10.0
2452075.952862,206.1,4.6
2452076.925566,231.9,5.0
2452114.891007,270.0,13.0
2452114.92044,257.0,12.0
2452121.806528,-227.2,6.9
2452122.852106,-265.7,7.7
2452127.851898,16.0,11.0
2452127.882326,46.0,10.0
2452136.801829,51.0,12.0
2452136.831644,10.0,11.0
2452157.722257,-203.4,6.8
2452159.715903,-259.0,7.0
2452160.76985,-246.3,6.9
2452173.689676,-25.0,12.0
2452173.719572,-20.0,12.0
2452180.668042,-140.0,13.0
2452180.69699,-139.0,14.0
2452183.670104,136.0,11.0
2452183.717755,89.0,12.0
2452448.973958,-227.1,8.1
2452516.791273,202.0,14.0
2452516.813877,207.0,13.0
2452516.836435,182.0,12.0
NaN,NaN,NaN
