0,1,2
2451274.6501,28955.0,6.0
2451274.6622,28960.0,6.0
2451305.5195,28998.0,6.0
2451547.8615,29064.0,7.0
2451548.7312,29049.0,5.0
2451549.7812,28957.0,6.0
2451550.7424,29076.0,5.0
2451551.7225,29046.0,5.0
2451552.7741,28964.0,6.0
2451553.8188,29062.0,5.0
2451554.6102,29075.0,6.0
2451554.7594,29058.0,5.0
2451555.7126,28970.0,5.0
2451555.8619,28968.0,5.0
2451556.6392,29045.0,5.0
2451558.6223,28970.0,6.0
2451560.8648,29012.0,6.0
2451561.8632,28974.0,6.0
2451563.8716,29025.0,5.0
2451565.8794,29087.0,6.0
2451566.65,29048.0,5.0
2451566.8521,29021.0,5.0
2451567.7096,28975.0,5.0
2451567.8775,28983.0,5.0
2451568.6572,29060.0,5.0
2451568.768,29079.0,5.0
2451568.8858,29091.0,5.0
2451569.578,29076.0,6.0
2451569.7863,29037.0,5.0
2451569.8575,29025.0,5.0
2451570.5761,28991.0,6.0
2451570.7272,28975.0,5.0
2451570.8828,28984.0,5.0
2451571.6326,29070.0,5.0
2451571.7282,29067.0,5.0
2451571.8793,29078.0,5.0
2451572.565,29077.0,9.0
2451572.73,29033.0,6.0
2451572.8846,29013.0,5.0
2451573.5681,28982.0,6.0
2451573.7687,28969.0,5.0
2451573.8836,28981.0,5.0
2451574.5918,29063.0,6.0
2451574.7255,29079.0,5.0
2451574.8766,29073.0,6.0
2451575.5707,29043.0,6.0
2451575.8831,29019.0,5.0
2451576.86,28976.0,5.0
2451577.5844,29054.0,6.0
2451577.8721,29082.0,5.0
2451578.5816,29050.0,6.0
2451578.8437,29017.0,5.0
2451586.7076,29054.0,5.0
2451605.5784,29039.0,6.0
2451605.7358,29014.0,5.0
2451606.652,28964.0,5.0
2451607.6965,29078.0,5.0
2451608.6727,29019.0,5.0
2451609.6637,28970.0,5.0
2451610.6867,29070.0,5.0
2451611.6697,29010.0,7.0
2451612.6943,28970.0,6.0
2451614.6361,29017.0,6.0
2451615.6832,28959.0,5.0
2451616.6967,29054.0,5.0
2451619.6041,29081.0,5.0
2451620.5785,29020.0,5.0
2451621.585,28955.0,7.0
2451622.652,29082.0,6.0
2451623.7093,29013.0,6.0
2451624.652,28967.0,6.0
2451625.614,29061.0,5.0
2451626.5816,29019.0,6.0
2451627.5949,28979.0,5.0
2451628.5841,29081.0,6.0
2451629.5951,29021.0,6.0
2451630.5728,28991.0,6.0
2451631.5812,29092.0,5.0
2451632.5824,29025.0,5.0
2451633.6099,28984.0,5.0
2451634.5805,29087.0,5.0
2451635.5666,29021.0,5.0
2451636.6006,28985.0,5.0
2451638.5761,29010.0,5.0
2451639.5644,28972.0,5.0
2451640.6341,29073.0,5.0
2451641.5618,29012.0,8.0
2451641.6341,29011.0,7.0
2451642.5654,28965.0,5.0
2451644.6295,28993.0,5.0
2451645.571,28966.0,5.0
2451646.6719,29072.0,6.0
2451666.4957,29012.0,10.0
2451667.481,29098.0,9.0
2451668.4745,29028.0,12.0
2451669.4713,28998.0,7.0
2451669.4846,28989.0,7.0
2451670.5033,29073.0,5.0
2451671.466,29005.0,6.0
2451672.4863,28961.0,6.0
2451673.4778,29077.0,6.0
2451676.4676,29077.0,6.0
2451683.4793,28996.0,7.0
2451684.4728,28976.0,7.0
2451687.4847,28987.0,5.0
2451689.6059,28991.0,9.0
2451690.4696,28999.0,6.0
2451691.4933,29095.0,7.0
2451692.499,28993.0,8.0
2451693.4746,29002.0,6.0
2451694.4786,29065.0,7.0
2451698.4742,28998.0,8.0
2451699.4738,28998.0,7.0
2451700.4655,29075.0,6.0
2451702.5347,29013.0,8.0
2451897.8489,29087.0,5.0
2451898.841,28988.0,5.0
2451899.8504,29049.0,6.0
2451900.8605,29069.0,4.0
2451901.8606,28973.0,5.0
2451902.842,29040.0,5.0
2451903.8379,29075.0,4.0
2451904.85,28971.0,4.0
2451905.8581,29037.0,5.0
2451906.8473,29065.0,5.0
2451907.865,28972.0,6.0
2451908.8558,29045.0,5.0
2451909.821,29062.0,5.0
2451910.868,28982.0,5.0
2451911.8469,29045.0,4.0
2451912.8609,29055.0,5.0
2451914.8149,29044.0,5.0
2451914.8283,29044.0,5.0
2451915.7698,29065.0,5.0
2451915.7832,29065.0,5.0
2451917.8428,29052.0,6.0
2451918.7281,29080.0,5.0
2451919.8438,28976.0,5.0
2451920.7755,29050.0,5.0
2451920.8139,29058.0,4.0
2451921.8067,29083.0,6.0
2451922.8137,28977.0,5.0
2451924.8357,29057.0,5.0
2451925.7547,28970.0,7.0
2451926.8132,29055.0,6.0
2451959.7304,29065.0,5.0
2451961.706,28971.0,5.0
2451962.7635,29078.0,5.0
2451963.7188,29061.0,4.0
2451964.7304,28969.0,5.0
2451968.7351,29073.0,5.0
2451969.709,29041.0,5.0
2451970.7084,28970.0,5.0
2451971.6971,29063.0,5.0
2451972.688,29052.0,5.0
2451973.7119,28966.0,5.0
2451975.678,29055.0,4.0
2451979.6322,28982.0,5.0
2451980.6942,29072.0,5.0
2451981.7352,29032.0,4.0
2451981.7485,29035.0,5.0
2451982.7193,28968.0,5.0
2451982.7326,28971.0,5.0
2451983.7134,29067.0,5.0
2451983.7268,29051.0,5.0
2451985.6535,28956.0,5.0
2451985.6669,28975.0,5.0
2451988.6364,28961.0,5.0
2451991.7176,28982.0,12.0
2451992.6555,29068.0,8.0
