0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454963.934572,-194.581,57.959,NaN,NaN,NaN,NaN
2455099.630498,-90.985,50.481,NaN,NaN,NaN,NaN
2455100.63684,-104.915,40.007,NaN,NaN,NaN,NaN
2455101.616782,31.54,44.397,NaN,NaN,NaN,NaN
2455128.59706,-19.686,45.09,NaN,NaN,NaN,NaN
2455129.570729,43.766,45.798,NaN,NaN,NaN,NaN
2455137.570023,16.755,39.812,NaN,NaN,NaN,NaN
2455140.6136,-8.81,47.098,NaN,NaN,NaN,NaN
2455281.944699,-23.468,42.611,NaN,NaN,NaN,NaN
2455284.921215,-78.684,39.15,NaN,NaN,NaN,NaN
2455285.983391,3.361,48.47,NaN,NaN,NaN,NaN
2455314.897303,96.929,40.66,NaN,NaN,NaN,NaN
2455315.919352,62.577,43.165,NaN,NaN,NaN,NaN
2455320.911991,124.625,NaN,NaN,NaN,NaN,NaN
2455340.868391,-20.15,37.942,NaN,NaN,NaN,NaN
2455368.819525,86.632,36.136,NaN,NaN,NaN,NaN
2455369.795428,19.803,70.218,NaN,NaN,NaN,NaN
2455370.698623,52.538,35.084,NaN,NaN,NaN,NaN
2455383.877269,-102.356,60.254,NaN,NaN,NaN,NaN
2455468.690903,105.107,69.822,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
