0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2455575.847975,57.656,66.477,NaN,NaN,NaN,NaN
2455579.871493,-66.28,82.903,NaN,NaN,NaN,NaN
2455585.873275,-59.812,75.342,NaN,NaN,NaN,NaN
2455586.891817,10.133,85.488,NaN,NaN,NaN,NaN
2455604.820035,16.913,75.504,NaN,NaN,NaN,NaN
2455605.757975,-107.072,85.572,NaN,NaN,NaN,NaN
2455606.768333,-118.45,97.126,NaN,NaN,NaN,NaN
2455614.82478,127.738,94.737,NaN,NaN,NaN,NaN
2455615.824757,66.639,106.836,NaN,NaN,NaN,NaN
2455640.728542,32.754,96.98,NaN,NaN,NaN,NaN
2455641.7275,81.347,90.735,NaN,NaN,NaN,NaN
2455666.618912,107.122,79.569,NaN,NaN,NaN,NaN
2455667.621447,-1.367,94.656,NaN,NaN,NaN,NaN
2455668.618113,44.478,104.425,NaN,NaN,NaN,NaN
2455873.002662,16.53,100.968,NaN,NaN,NaN,NaN
2455876.998981,372.146,139.301,NaN,NaN,NaN,NaN
2455904.915972,-47.978,91.613,NaN,NaN,NaN,NaN
2455905.901389,52.79,74.368,NaN,NaN,NaN,NaN
2455905.948565,105.925,109.264,NaN,NaN,NaN,NaN
2455928.820602,-18.603,68.299,NaN,NaN,NaN,NaN
2455932.86375,-124.615,96.083,NaN,NaN,NaN,NaN
2455938.821204,-128.671,132.102,NaN,NaN,NaN,NaN
2455958.770197,55.633,103.988,NaN,NaN,NaN,NaN
2455959.769525,-124.313,NaN,NaN,NaN,NaN,NaN
2455965.8111,-109.011,88.048,NaN,NaN,NaN,NaN
2455969.737338,-57.638,93.188,NaN,NaN,NaN,NaN
2456022.606678,-183.995,119.875,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
