0,1,2
2451394.779585,-515.0,4.0
2451394.791646,-526.0,5.0
2451435.696508,-557.0,5.0
2451439.693363,-562.0,5.0
2451444.698204,-556.0,8.0
2451450.659688,-570.0,6.0
2451458.631066,-557.0,6.0
2451460.66335,-574.0,6.0
2451465.650934,-555.0,7.0
2451480.616886,-578.0,10.0
2451487.566001,-560.0,6.0
2451494.564421,-586.0,6.0
2451505.596748,-575.0,5.0
2451535.553894,-541.0,8.0
2451540.560122,-536.0,20.0
2451692.905143,-417.0,7.0
2451700.92112,-398.0,6.0
2451748.830942,-391.0,8.0
2451748.856787,-378.0,10.0
2451749.810583,-408.0,5.0
2451750.850131,-394.0,6.0
2451753.812492,-388.0,6.0
2451758.740629,-412.0,7.0
2451774.729154,-398.0,6.0
2451777.764499,-371.0,10.0
2451777.805378,-358.0,19.0
2451780.64009,-387.0,11.0
2451784.685747,-378.0,7.0
2451789.720486,-387.0,5.0
2451791.614074,-419.0,5.0
2451792.669977,-412.0,6.0
2451793.662779,-401.0,7.0
2451795.580245,-380.0,8.0
2451804.691562,-384.0,7.0
2451810.726003,-392.0,4.0
2451812.696612,-399.0,4.0
2451814.668966,-396.0,4.0
2451835.646499,-394.0,9.0
2451836.622156,-382.0,9.0
2451838.647942,-369.0,6.0
2451844.627438,-394.0,7.0
2451859.582153,-410.9,6.0
2451868.536217,-406.1,5.0
2451992.894823,-401.9,15.0
2451994.894473,-426.3,8.0
2451995.907969,-436.1,8.0
2451998.901377,-443.3,9.0
2452004.90272,-414.7,8.0
2452051.914846,-407.9,8.0
2452052.931348,-405.4,8.0
2452053.848721,-407.7,6.0
2452055.919075,-430.4,11.0
2452072.883561,-425.6,4.0
2452073.87571,-415.3,4.0
2452074.890232,-410.3,4.0
2452075.852366,-419.7,5.0
2452079.807474,-420.0,8.0
2452081.881846,-424.2,4.0
2452088.953988,-422.5,5.0
2452093.887498,-423.3,4.0
2452128.728458,-433.6,5.0
2452129.744712,-417.7,5.0
2452130.790641,-437.5,4.0
2452132.86011,-428.5,6.0
2452134.802224,-435.9,7.0
2452137.786271,-435.9,5.0
2452140.769426,-435.7,4.0
2452142.763672,-443.5,3.0
2452145.730801,-453.2,4.0
2452150.745198,-438.8,4.0
2452161.689162,-444.5,4.0
NaN,NaN,NaN
