0,1,2
2452776.997254,30.5,8.8
2452776.998932,19.1,9.3
2452779.975062,46.2,13.1
2452779.97924,48.8,20.8
2452779.985258,27.1,23.2
2452780.979924,37.2,10.6
2452780.981672,43.5,8.7
2452780.983315,35.7,9.7
2452949.319857,76.6,7.0
2452949.322815,81.1,6.3
2452950.314238,86.8,5.8
2452950.317479,83.9,6.6
2452976.213604,83.8,6.0
2452976.216752,88.1,6.2
2453044.016184,109.3,8.8
2453044.020107,108.8,5.4
2453044.024794,114.4,5.5
2453044.034412,111.5,5.3
2453045.021024,105.2,5.5
2453045.02305,108.8,5.5
2453045.024948,102.2,4.9
2453046.01782,101.1,5.3
2453046.020088,94.3,5.2
2453046.021882,103.3,5.6
2453046.05945,102.0,6.4
2453046.061614,102.1,5.4
2453046.065468,103.1,5.7
2453046.094298,103.6,5.2
2453046.096763,103.5,5.5
2453046.098719,101.1,5.3
2453046.171921,98.2,5.6
2453046.17419,101.0,5.0
2453046.175914,99.1,5.4
2453047.066602,108.2,6.0
2453047.069021,112.9,6.3
2453047.071208,102.8,5.7
2453047.116681,111.9,4.9
2453047.122328,108.3,5.2
2453047.126171,108.4,5.4
2453047.189501,98.7,6.1
2453047.193135,105.0,6.8
2453047.200901,103.6,5.8
2453048.022841,107.9,5.6
2453048.024935,112.5,5.6
2453048.026868,111.0,5.7
2453048.098092,109.1,5.5
2453048.100129,105.0,5.5
2453048.103902,101.8,6.1
2453048.146955,118.9,5.9
2453048.148841,114.7,5.2
2453048.150693,117.9,5.6
2453048.218792,94.9,6.4
2453048.220829,97.5,5.4
2453048.22422,92.4,5.4
2453072.028116,120.0,5.9
2453072.031947,126.0,4.8
2453072.035384,123.9,5.7
2453096.098145,94.1,5.4
2453127.006614,92.4,6.2
2453127.011544,100.5,6.7
2453131.000019,106.7,6.6
2453131.002866,99.2,6.8
2453131.96463,101.3,6.3
2453132.968116,97.6,6.1
2453132.970124,100.8,5.8
2453132.971872,91.7,6.5
2453301.328524,14.2,5.0
2453301.331522,21.0,5.0
2453303.379217,18.9,5.0
2453303.382255,23.4,4.8
2453303.38534,11.4,5.3
2453331.25154,14.4,5.3
2453331.255186,16.2,5.8
2453354.166531,13.3,5.9
2453354.171046,3.1,5.0
2453356.151683,15.9,5.0
2453356.15495,13.9,4.7
2453430.084865,39.5,5.9
2453430.088019,39.1,6.1
2453729.14616,114.1,5.9
2453729.150095,111.7,6.5
2453756.203961,79.4,4.4
2453758.206584,81.5,4.8
2453759.261126,81.0,4.4
2453761.143348,84.1,4.9
2453778.169169,77.7,5.5
2453778.17675,78.3,4.6
2453778.182224,74.1,4.8
2453778.974084,76.9,4.8
2453779.156436,73.6,4.9
2453779.160579,77.0,5.0
2453817.015301,55.9,6.2
2453817.019676,59.6,5.4
2453817.024016,59.9,5.1
2453819.061517,52.6,4.7
2453819.064858,51.0,4.7
2453866.996385,44.0,6.1
2453867.00047,48.5,5.8
2454027.263759,26.6,4.8
2454027.267405,25.8,5.1
2454123.058536,74.9,4.8
2454123.060203,72.5,4.5
2454125.159519,67.6,5.5
2454147.201976,85.2,5.1
2454147.202878,85.6,5.0
2454207.068365,113.3,6.0
2454207.071478,113.1,6.8
2454207.074719,111.0,6.3
2454209.039583,96.9,5.7
2454209.043229,100.8,6.2
2454209.987917,107.6,5.3
2454214.021806,109.8,6.7
2454214.030034,115.2,7.3
2454214.03552,98.9,5.9
2454216.957633,99.5,5.6
2454216.95886,101.2,5.9
2454222.99558,95.3,5.9
2454222.997084,106.7,6.2
2454222.998589,102.8,6.1
2454223.00014,105.8,6.3
2454223.001853,105.4,5.9
2454223.00375,101.8,5.9
2454223.005706,102.1,5.9
2454223.007708,100.0,6.0
2454223.009606,100.3,6.2
2454223.011562,101.3,6.2
2454223.977815,105.6,5.8
2454223.981322,102.7,6.2
2454254.976646,101.3,6.8
2454382.355266,53.6,6.5
2454382.358588,40.9,8.8
2454382.361797,56.6,6.3
2454390.381845,44.4,6.0
2454390.385329,48.3,5.4
2454390.388674,44.1,6.1
2454426.377938,48.3,5.6
2454426.379327,53.2,5.6
2454452.352831,45.4,5.5
2454452.354741,50.7,5.5
2454452.356095,50.4,5.4
2454452.357299,51.5,5.4
2454458.320822,43.3,5.8
2454458.320822,43.3,5.8
2454458.322489,45.9,6.1
2454458.322489,45.9,6.1
2454458.324306,46.7,5.7
2454458.324306,46.7,5.7
2454458.326274,49.6,6.0
2454458.326274,49.6,6.0
2454470.146095,34.8,5.5
2454470.1476,37.0,5.7
2454470.14907,38.2,5.6
2454470.15054,35.9,5.1
2454472.008242,20.6,8.3
2454472.013485,47.0,34.7
2454505.143681,27.6,6.0
2454505.14522,19.6,5.6
2454505.14669,27.4,5.6
2454505.148172,26.3,5.8
2454507.041386,8.1,6.4
2454507.047555,9.6,6.1
2454507.051015,20.4,6.4
2454507.053527,11.2,5.8
2454507.056085,15.5,5.7
2454507.058596,16.9,6.1
NaN,NaN,NaN
