0,1,2
2450655.5414,-50179.0,8.0
2450657.5664,-50169.0,7.0
2451034.5097,-50110.0,8.0
2451037.467,-50094.0,8.0
2451058.3993,-50109.0,7.0
2451118.2866,-50101.0,8.0
2451359.5657,-50275.0,8.0
2451391.5174,-50267.0,8.0
2451422.4512,-50271.0,9.0
2451423.4231,-50260.0,9.0
2451439.4051,-50257.0,10.0
2451466.336,-50255.0,8.0
2451507.3066,-50239.0,9.0
2451510.2703,-50241.0,8.0
2451542.2333,-50215.0,11.0
2451543.2354,-50240.0,9.0
2451690.5953,-50194.0,8.0
2451693.5757,-50184.0,8.0
2451722.5837,-50175.0,9.0
2451727.5937,-50189.0,8.0
2451754.5222,-50175.0,11.0
2451780.4666,-50157.0,10.0
2451783.4688,-50166.0,10.0
2451802.4104,-50188.0,8.0
2451803.3935,-50177.0,8.0
2451836.3671,-50173.0,8.0
2451853.2656,-50171.0,8.0
2451900.2585,-50165.0,14.0
2451906.2431,-50151.0,10.0
2452074.5957,-50133.0,8.0
2452080.5503,-50128.0,7.0
2452081.5827,-50128.0,8.0
2452111.5162,-50128.0,9.0
2452116.4972,-50106.0,9.0
2452136.4752,-50108.0,8.0
2452158.4543,-50114.0,10.0
2452161.3028,-50110.0,8.0
2452164.3229,-50105.0,10.0
2452194.3634,-50106.0,7.0
2452196.3688,-50088.0,8.0
2452216.3246,-50095.0,8.0
2452220.3234,-50094.0,11.0
2452220.3366,-50098.0,13.0
2452247.2426,-50096.0,9.0
2452251.2638,-50109.0,9.0
2452458.5758,-50289.0,9.0
2452482.5438,-50269.0,8.0
2452532.372,-50269.0,8.0
2452533.4005,-50268.0,9.0
2452598.2425,-50265.0,8.0
NaN,NaN,NaN
