0,1,2
2454397.7342,-11.23,3.79
2454548.09633,25.83,2.26
2454549.07743,22.8,2.27
2454602.83762,9.95,2.25
2454602.99835,15.96,2.29
2454603.83449,20.24,2.72
2454604.08627,10.3,2.51
2454633.97708,-21.65,2.45
2454635.98889,20.26,2.69
2454639.0228,-25.53,2.29
2454641.97905,31.77,2.88
2454726.7962,-27.63,2.46
2454727.79088,-26.34,2.31
2454777.69605,-16.44,2.46
2454865.15876,-25.6,4.88
2454955.02444,14.38,2.41
2454955.96262,30.73,2.64
2454964.09646,-33.57,2.32
2454987.98665,20.65,2.88
2454988.9049,29.18,2.82
2455016.99998,30.57,2.2
2455041.96078,-13.06,3.12
2455252.06235,-3.9,2.92
2455261.11905,-19.39,2.39
NaN,NaN,NaN
