0,1,2
2451399.809,-2276.0,5.0
2451400.7909,-2290.0,4.0
2451786.7326,-2241.0,7.0
2452099.8637,-2301.0,6.0
2452142.809,-2300.0,4.0
2452173.7605,-2302.0,4.0
2452186.6532,-2313.0,4.0
2452224.5946,-2311.0,4.0
2452437.8963,-2298.0,6.0
2452438.9534,-2306.0,6.0
2452439.8363,-2288.0,6.0
2452443.9049,-2310.0,6.0
2452446.8994,-2296.0,6.0
2452448.8971,-2308.0,7.0
2452453.9209,-2283.0,5.0
2452590.617,-2286.0,4.0
2452592.5623,-2303.0,6.0
2452596.5608,-2291.0,6.0
2452609.5594,-2289.0,6.0
2452796.8976,-2263.0,5.0
NaN,NaN,NaN
