0,1,2
2454509.5238,-5065.4,11.4
2454509.583,-4831.3,9.8
2454510.5074,-4587.4,12.9
2454510.5599,-4720.5,10.6
2454510.6509,-4879.8,9.9
2454510.6569,-4895.4,10.7
2454510.663,-4913.8,11.1
2454510.686,-4975.8,10.0
2454510.7215,-5090.6,10.8
2454510.7274,-5108.6,11.2
2454511.5572,-5686.5,10.7
2454511.6822,-5342.5,11.4
2454512.5406,-4217.3,10.9
2454512.5682,-4269.6,12.5
2454512.6822,-4439.1,10.7
2454512.7152,-4508.1,10.3
2454515.6212,-5895.0,9.9
2454518.6525,-4585.0,11.7
2454524.675,-5975.3,10.7
2454525.6755,-4056.4,9.1
NaN,NaN,NaN
