0,1,2
2453777.734329,-21.45,1.06
2453779.67203,-12.19,1.07
2453779.673488,-12.54,1.06
2453780.664628,-21.1,1.09
2453780.666087,-20.8,1.1
2453806.607606,-27.9,1.17
2453806.60881,-28.82,1.15
2453807.597458,-22.14,1.23
2453807.598673,-23.66,1.18
2453990.907888,66.17,0.94
2453990.909867,62.55,0.89
2454056.668119,25.11,1.29
2454056.670758,24.24,1.24
2454057.739567,22.53,1.13
2454057.741604,22.66,1.22
2454078.823802,25.07,0.9
2454078.825573,27.23,0.91
2454080.779512,23.64,1.38
2454080.781954,23.09,1.17
2454082.775324,17.91,0.94
2454082.777083,17.37,1.04
2454101.648241,11.62,1.54
2454101.649989,13.18,1.53
2454103.641484,18.4,1.06
2454103.643243,18.91,1.06
2454112.615113,18.07,0.89
2454112.616872,16.5,0.87
2454112.693065,21.83,0.92
2454112.694824,20.56,0.87
2454113.623781,14.22,0.93
2454113.625541,14.14,0.92
2454113.682844,13.04,0.96
2454113.684604,13.57,0.98
2454114.696616,20.7,1.08
2454117.697228,21.41,1.2
2454117.699253,20.73,1.1
2454122.7024,23.82,0.92
2454122.70416,25.53,0.96
2454174.603063,43.35,1.21
2454174.604116,40.07,1.2
2454174.605169,40.66,1.17
2454228.528843,4.84,1.14
2454386.850389,-23.98,1.01
2454386.852137,-20.54,1.06
2454389.831621,-12.11,1.25
2454389.834769,-8.62,1.22
2454392.778177,-20.73,1.08
2454392.779924,-22.98,1.1
2454393.846842,-9.2,1.05
2454393.848601,-8.66,0.95
2454394.820871,-7.58,1.12
2454394.822515,-8.61,1.09
2454421.763787,-31.87,0.83
2454421.765535,-31.21,0.84
2454423.824757,-27.82,1.16
2454425.801181,-38.81,1.1
2454427.790937,-31.1,0.93
2454429.767009,-35.64,1.16
2454439.81375,-43.51,1.13
2454444.762015,-42.74,0.87
2454452.793064,-48.83,1.04
2454452.794835,-48.51,1.02
2454454.817648,-51.07,0.99
2454454.819419,-51.86,0.96
2454479.74852,-42.66,0.93
2454481.621799,-38.21,1.1
2454481.62357,-39.71,1.02
2454483.634889,-50.67,0.93
2454483.636648,-51.28,0.9
2454485.610312,-43.5,1.18
2454485.612071,-43.33,1.07
2454487.672072,-42.35,1.08
2454487.673843,-42.81,1.15
2454521.628554,-20.69,1.1
2454521.630325,-19.67,1.05
2454523.613342,-23.3,0.93
2454523.615113,-22.44,0.94
2454526.620962,-16.59,0.94
2454526.622732,-18.0,0.93
2454528.619652,-13.16,0.97
2454528.621422,-13.1,0.88
2454530.668162,-15.38,0.96
2454530.669933,-16.97,0.91
2454542.608567,2.09,1.06
2454542.610558,0.55,1.07
2454546.587074,-6.69,0.94
2454546.588532,-6.17,0.99
2454546.589979,-7.54,0.94
2454546.591437,-8.86,0.94
2454546.592884,-6.05,0.95
2454546.59433,-7.67,0.93
2454546.595777,-6.02,0.94
2454546.597224,-7.8,0.96
2454546.59867,-4.9,0.96
2454546.600117,-5.26,0.95
2454546.601564,-4.43,0.97
2454546.60301,-4.11,0.95
2454546.604457,-3.47,0.96
2454546.605904,-1.54,0.96
2454546.60735,-2.98,1.01
2454546.608797,-2.96,1.01
2454546.610244,-5.16,1.02
2454546.61169,-5.65,1.03
2454546.613149,-5.48,1.01
2454546.614595,-3.66,1.04
2454546.61603,-4.47,1.03
2454546.617477,-2.8,1.03
2454546.618924,-5.41,1.06
2454546.62037,-5.64,1.06
2454546.621817,-4.5,1.1
2454546.623264,-4.49,1.12
2454546.62471,-3.29,1.1
2454546.626157,-4.64,1.14
2454550.599677,14.54,1.36
2454550.602362,14.36,1.7
2454551.644806,11.72,1.21
2454551.646554,14.13,1.17
2454552.545071,8.61,0.98
2454552.54683,6.31,1.01
2454553.545584,14.58,1.2
2454553.547343,17.44,1.25
2454556.5753,15.13,0.93
2454556.577059,12.17,0.95
2454558.610509,21.66,1.09
2454558.612013,21.92,1.06
2454559.617083,20.19,0.98
2454559.618611,21.78,0.97
2454563.517379,21.65,0.9
2454563.519578,19.85,0.9
2454565.494682,31.13,0.97
2454565.496441,29.23,0.95
2454567.526424,22.09,0.84
2454567.528195,22.92,0.82
2454569.504767,31.77,0.87
2454569.508031,35.38,0.79
2454571.520584,40.51,1.15
2454571.522354,38.42,1.1
2454610.452345,54.68,0.97
2454610.454116,54.55,0.93
2454616.462433,51.77,1.57
2454616.464192,51.27,1.47
2454618.441559,49.51,1.35
2454618.443677,48.15,1.59
2454618.446663,52.77,1.31
2454618.449915,49.95,1.43
2454639.459142,32.89,1.53
2454639.460902,30.81,1.54
NaN,NaN,NaN
