0,1,2
2455572.7155,-9813.0,48.0
2455623.6364,-10250.0,59.0
2455627.7156,-10267.0,50.0
2455628.7858,-10085.0,57.0
2455629.7107,-9824.0,43.0
2455632.6904,-10097.0,61.0
2455635.6818,-10222.0,48.0
2455643.5642,-10162.0,51.0
2455644.6746,-10177.0,43.0
2455646.7038,-9877.0,49.0
2455647.5623,-10186.0,38.0
2455648.6521,-10214.0,33.0
2455649.5716,-9913.0,41.0
2455650.6813,-9968.0,48.0
2455651.591,-10089.0,95.0
2455674.6304,-9794.0,34.0
2455675.576,-9867.0,34.0
2455676.5274,-10254.0,33.0
2455677.6348,-10115.0,37.0
2455679.6014,-9941.0,30.0
2455680.6394,-10276.0,41.0
2455681.6674,-10126.0,36.0
2455682.5584,-9736.0,35.0
2455683.6124,-9905.0,33.0
2455684.5982,-10210.0,38.0
2455707.541,-9731.0,35.0
2455711.528,-9799.0,48.0
2455722.4965,-10153.0,46.0
2455958.7274,-10388.0,44.0
2456000.6947,-9983.0,45.0
NaN,NaN,NaN
