0,1,2
2454438.41331,82.4,4.56
2454438.4246,76.72,4.55
2454438.43608,90.1,4.43
2454438.44737,91.46,3.98
2454438.45866,76.28,4.35
2454438.47011,65.86,3.98
2454438.4814,60.08,4.01
2454438.4927,30.74,3.72
2454438.50415,32.97,3.98
2454438.51544,20.63,4.49
2454438.52671,18.78,4.59
2454438.53816,4.29,4.29
2454438.54946,-3.77,4.13
2454438.56075,7.21,4.93
2454438.57218,-3.84,3.77
2454438.58349,-11.52,4.53
2454438.59478,-31.71,4.43
2454438.62486,-26.61,4.74
2454438.63615,-43.01,4.01
2454438.64745,-46.79,4.23
2454438.65894,-54.19,4.77
2454438.67023,-55.35,4.72
2454438.68152,-64.85,5.32
2454438.69306,-71.94,5.2
2454438.70435,-82.48,5.08
2454438.71584,-88.29,5.13
2454438.72713,-92.59,5.15
NaN,NaN,NaN
