0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454777.65015,171.336,33.453,NaN,NaN,NaN,NaN
2454778.612164,136.578,30.714,NaN,NaN,NaN,NaN
2454779.609664,1.762,NaN,NaN,NaN,NaN,NaN
2454782.569722,147.697,29.059,NaN,NaN,NaN,NaN
2454785.699988,NaN,NaN,NaN,NaN,NaN,NaN
2454786.674363,208.11,53.2,NaN,NaN,NaN,NaN
2454788.72309,50.267,42.437,NaN,NaN,NaN,NaN
2454807.559155,NaN,NaN,NaN,NaN,NaN,NaN
2454808.559421,70.668,48.81,NaN,NaN,NaN,NaN
2454811.596007,NaN,NaN,NaN,NaN,NaN,NaN
2454812.589942,60.833,49.904,NaN,NaN,NaN,NaN
2454839.609583,5.395,66.374,NaN,NaN,NaN,NaN
2454840.611169,141.043,60.589,NaN,NaN,NaN,NaN
2454841.630694,33.915,47.807,NaN,NaN,NaN,NaN
2454843.582234,NaN,NaN,NaN,NaN,NaN,NaN
2454844.589109,NaN,NaN,NaN,NaN,NaN,NaN
2455020.892083,-209.239,56.397,NaN,NaN,NaN,NaN
2455021.900058,-203.564,56.446,NaN,NaN,NaN,NaN
2455022.910741,-136.624,61.187,NaN,NaN,NaN,NaN
2455023.87706,-78.591,76.183,NaN,NaN,NaN,NaN
2455024.882859,-163.189,66.615,NaN,NaN,NaN,NaN
2455025.890255,-248.171,55.031,NaN,NaN,NaN,NaN
2455103.808287,NaN,NaN,NaN,NaN,NaN,NaN
2455104.859583,NaN,NaN,NaN,NaN,NaN,NaN
2455106.847778,NaN,NaN,NaN,NaN,NaN,NaN
2455515.647315,95.453,62.075,NaN,NaN,NaN,NaN
2455519.676019,-1.585,39.78,NaN,NaN,NaN,NaN
2455523.645718,5.087,41.198,NaN,NaN,NaN,NaN
2455524.77875,46.944,65.262,NaN,NaN,NaN,NaN
2455527.757454,-7.702,37.035,NaN,NaN,NaN,NaN
2455543.598148,-126.423,38.44,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
