0,1,2
2453047.6249,33775.1,3.66
2453060.6292,33900.5,5.57
2453061.6017,33784.1,3.63
2453063.5925,33886.7,3.33
2453064.6375,33775.2,4.37
2453066.59,33868.6,3.04
2453145.5,33852.2,3.02
2453146.4798,33773.0,2.47
2453147.4632,33885.6,6.1
2453151.455,33824.0,3.32
2453152.4522,33817.7,3.78
2453153.4659,33902.7,4.81
2453153.4743,33905.4,1.94
2453156.4434,33894.3,3.62
2453158.466,33855.0,4.62
2453295.8806,33779.2,1.89
2453314.841,33831.8,1.57
2453340.8087,33783.2,1.76
2453342.7792,33843.5,2.55
2453344.7872,33898.1,1.92
2453346.7883,33789.8,1.34
2453369.7367,33858.6,1.35
2453371.7621,33776.3,1.84
2453372.7287,33875.4,1.94
2453375.7693,33891.8,2.03
2453377.779,33796.3,3.74
NaN,NaN,NaN
