0,1,2
2454227.6,-19408.2,6.5
2454228.5842,-19558.1,18.8
2454229.5993,-20187.4,16.1
2454230.4475,-21224.9,14.1
2454230.6029,-20853.6,14.8
2454231.5987,-19531.1,12.1
2454235.3466,-20191.6,15.6
2454235.3538,-20231.8,18.0
2454235.3615,-20300.8,16.7
2454235.3692,-20279.0,17.3
2454235.3765,-20308.3,17.2
2454235.3866,-20388.9,20.9
2454235.3938,-20428.0,17.1
2454235.4011,-20437.0,17.3
2454235.4088,-20445.0,16.3
2454235.4161,-20453.0,18.0
2454235.4234,-20498.7,15.0
2454235.431,-20519.7,14.4
2454235.4383,-20503.2,15.7
2454235.4456,-20531.8,17.8
2454235.4535,-20534.0,18.2
2454235.4608,-20499.0,14.3
2454235.4681,-20504.7,12.4
2454235.4759,-20474.7,11.7
2454235.4831,-20497.4,11.3
2454235.4904,-20536.4,11.1
2454235.4981,-20538.4,11.1
2454235.5054,-20548.4,10.8
2454235.5126,-20578.5,13.5
2454235.5204,-20602.9,14.2
2454235.5277,-20606.6,15.3
2454235.535,-20594.6,11.5
2454235.5434,-20615.5,11.8
2454235.5507,-20598.7,11.3
2454235.558,-20626.6,11.0
2454235.5682,-20668.3,11.9
2454235.5755,-20671.2,12.3
2454235.5827,-20658.5,11.5
2454235.5905,-20681.9,10.8
2454235.5978,-20700.2,12.8
2454235.6051,-20720.5,11.7
2454236.519,-20220.7,5.6
2454263.4521,-20205.0,15.7
2454263.4594,-20188.0,10.0
2454263.4666,-20204.8,8.9
2454263.4739,-20188.7,9.2
2454263.4804,-20162.6,11.4
2454263.486,-20175.0,12.0
2454263.4915,-20183.2,12.8
2454263.4971,-20142.9,9.6
2454263.503,-20156.5,10.2
2454263.5086,-20161.5,10.8
2454263.5141,-20161.0,10.4
2454263.5236,-20181.0,10.3
2454263.5291,-20195.5,15.1
2454263.5347,-20304.6,17.9
2454263.5411,-20339.1,27.7
2454263.5561,-20345.7,12.7
2454263.5634,-20400.9,13.3
2454263.5706,-20416.9,17.3
2454263.5779,-20437.7,10.7
2454263.5852,-20476.3,9.1
NaN,NaN,NaN
