0,1,2
2453158.66336,-9231.9,1.4
2453511.77355,-9220.2,1.4
2453520.74475,-9199.9,1.6
2453574.52223,-9202.4,1.3
2453575.48075,-9206.9,1.1
2453576.53646,-9220.2,1.1
2453577.5925,-9222.1,1.4
2453578.51061,-9210.8,1.0
2453578.6296,-9209.2,1.3
2453579.46256,-9199.1,1.1
2453579.62115,-9197.0,1.2
2453585.46167,-9203.4,1.3
2453586.46516,-9214.1,1.0
2453587.46481,-9226.9,2.0
2453588.53827,-9217.9,3.6
2453589.46202,-9205.1,1.0
2453590.46379,-9199.0,1.0
2453591.46638,-9203.4,1.0
2453592.46481,-9217.5,1.0
NaN,NaN,NaN
