0,1,2
2446958.7899,612.0,40.0
2447195.0413,385.0,31.0
2447195.0465,407.0,33.0
2447195.0518,376.0,31.0
2447223.917,372.0,33.0
2447223.9217,372.0,29.0
2447223.9272,387.0,30.0
2447224.8611,407.0,32.0
2447224.8659,386.0,33.0
2447331.7506,-331.0,33.0
2447331.766,-276.0,36.0
2447331.7823,-345.0,42.0
2447352.7438,145.0,41.0
2447352.7585,152.0,38.0
2447352.7728,150.0,42.0
2447374.701,-202.0,32.0
2447374.7043,-180.0,34.0
2447392.6928,299.0,35.0
2447577.9381,112.0,30.0
2447708.7709,180.0,39.0
2447919.034,35.0,33.0
2448018.8556,574.0,38.0
2448376.8102,597.0,36.0
2448437.7565,90.0,31.0
2448671.0024,-41.0,42.0
2448723.8422,33.0,42.0
2448723.8594,34.0,46.0
2448745.7924,122.0,37.0
2448745.8495,2.0,40.0
2448779.7383,-264.0,56.0
2448780.7454,387.0,33.0
2448780.7678,388.0,33.0
2449067.9524,-464.0,32.0
2449067.974,-432.0,29.0
2449096.9036,-3.0,33.0
2449096.925,-5.0,30.0
2449349.0987,-323.0,32.0
2449411.9947,-284.0,31.0
2449481.7468,-349.0,36.0
2449767.0263,-350.0,18.0
2449857.715,463.0,16.0
2449857.7378,481.0,16.0
2450069.052338,42.0,16.0
2450069.074838,73.0,17.0
2450072.054039,-200.0,16.0
2450073.081759,458.0,16.0
2450173.909074,-435.0,20.0
2450173.934468,-426.0,20.0
2450203.812685,-446.0,17.0
2450203.835394,-462.0,17.0
2450214.813935,113.0,17.0
2450214.836146,104.0,16.0
2450215.7075,413.0,15.0
2450215.730243,414.0,16.0
2450231.772755,363.0,21.0
2450232.682766,210.0,25.0
2450232.903553,38.0,21.0
2450233.723333,-496.0,19.0
2450233.847697,-499.0,20.0
2450234.672488,73.0,18.0
2450234.832766,229.0,21.0
2450235.72265,363.0,18.0
2450235.830764,320.0,19.0
2450263.676285,-478.0,14.0
2450299.678056,-386.0,14.0
2450502.99441,64.0,17.0
2450503.963565,399.0,15.0
2450504.799144,-233.0,17.0
2450504.811157,-231.0,16.0
2450505.045185,-402.0,16.0
2450537.907014,-194.0,17.0
2450563.775093,261.0,17.0
2450613.749491,102.0,15.0
2450614.763553,-477.0,16.0
2450645.710104,279.0,14.0
2450655.696516,289.0,18.0
2450794.069676,-282.0,15.0
2450977.723981,364.0,17.0
2450977.736539,322.0,19.0
2451005.712512,-487.0,15.0
2451207.02066,-265.0,14.0
2451303.826725,-546.0,13.0
2451304.765012,152.0,13.0
2451305.765012,275.0,14.0
2451537.081574,393.0,14.0
2451541.047211,201.0,15.0
2451627.847118,-393.0,16.0
2451628.855197,-315.0,16.0
2451940.015532,-470.0,15.0
2451940.041551,-422.0,17.0
2452041.838519,-383.0,17.0
2452041.846042,-373.0,16.0
2452055.829444,-508.0,14.0
2452333.979201,-516.0,14.0
2452334.970486,150.0,17.0
2452338.9639,346.0,14.0
2452380.796007,-325.0,14.0
2452380.815012,-314.0,15.0
NaN,NaN,NaN
