0,1,2
2451580.83131,38.12,4.05
2451882.8879,37.65,4.87
2451901.0025,30.81,5.13
2452235.84867,54.65,6.14
2452536.08795,4.11,4.5
2452572.99093,28.53,5.14
2452573.95028,17.59,4.52
2452575.04686,5.25,4.48
2452575.99081,9.58,5.42
2452898.11579,-8.75,4.24
2453014.81847,-7.72,4.53
2453015.83165,-16.6,4.26
2453016.83228,-29.2,3.72
2453302.97472,2.28,1.93
2453984.08891,32.57,2.23
2454130.85314,35.38,2.51
2454397.93848,39.52,2.15
2454778.9912,21.36,2.43
2454790.99549,13.51,2.39
2454807.91708,12.78,2.17
2454838.99126,19.51,1.76
2454846.95665,11.56,2.7
2454864.95689,14.55,2.42
2454928.73249,6.67,2.03
2454929.72575,4.21,2.64
2454934.73136,-8.63,2.88
2455077.10989,3.8,1.99
2455170.78663,-5.85,1.68
2455174.09252,-14.84,2.27
2455187.83709,-19.44,2.46
NaN,NaN,NaN
