0,1,2
2449382.2,41000.0,38700.0
2449382.206,60800.0,59500.0
2449382.213,68200.0,71500.0
2449382.22,72800.0,73200.0
2449382.226,60100.0,64500.0
2449382.233,43200.0,46300.0
2449382.24,27100.0,21100.0
2449382.246,-12800.0,-8000.0
2449382.253,-41300.0,-37300.0
2449382.26,-67100.0,-62900.0
2449382.266,-85400.0,-81700.0
2449382.273,-95400.0,-91200.0
2449382.28,-93000.0,-90200.0
2449383.19,-54700.0,-50200.0
2449383.197,-71100.0,-73200.0
2449383.203,-90300.0,-87600.0
2449383.21,-91100.0,-92100.0
2449383.217,-84700.0,-86000.0
2449383.23,-33000.0,-46300.0
2449383.237,-12000.0,-18000.0
2449383.243,18300.0,11600.0
2449383.25,44900.0,38500.0
2449383.257,62100.0,59800.0
2449383.264,66700.0,71600.0
2449383.27,70500.0,73200.0
2449383.277,58900.0,64200.0
NaN,NaN,NaN
