0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454901.948889,NaN,NaN,NaN,NaN,NaN,NaN
2454902.949583,NaN,NaN,NaN,NaN,NaN,NaN
2454905.957824,NaN,NaN,NaN,NaN,NaN,NaN
2454906.926551,NaN,NaN,NaN,NaN,NaN,NaN
2454907.918171,156.129,66.196,NaN,NaN,NaN,NaN
2454926.903426,NaN,NaN,NaN,NaN,NaN,NaN
2454927.908391,NaN,NaN,NaN,NaN,NaN,NaN
2454983.751771,-15.069,71.968,NaN,NaN,NaN,NaN
2454984.744155,-66.562,NaN,NaN,NaN,NaN,NaN
2455014.649456,37.812,51.897,NaN,NaN,NaN,NaN
2455023.653333,55.236,57.047,NaN,NaN,NaN,NaN
2455024.653067,148.166,50.641,NaN,NaN,NaN,NaN
2455222.917106,-264.588,76.561,NaN,NaN,NaN,NaN
2455223.907037,113.701,57.569,NaN,NaN,NaN,NaN
2455254.910266,NaN,NaN,NaN,NaN,NaN,NaN
2455258.921458,NaN,NaN,NaN,NaN,NaN,NaN
2455259.910312,NaN,NaN,NaN,NaN,NaN,NaN
2455260.900347,NaN,NaN,NaN,NaN,NaN,NaN
2455261.955741,NaN,NaN,NaN,NaN,NaN,NaN
2455280.863611,-87.264,66.611,NaN,NaN,NaN,NaN
2455289.767384,-109.596,73.718,NaN,NaN,NaN,NaN
2455312.666562,-19.492,72.146,NaN,NaN,NaN,NaN
2455349.824271,51.526,70.607,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
