0,1,2
2454554.20332,-14.7,6.2
2454590.14827,71.9,5.7
2454624.1339,57.5,5.6
2454641.13561,14.9,5.8
2454675.03053,-51.4,7.0
2454754.91967,39.6,5.5
2454757.91154,48.8,6.4
2454758.90361,41.2,5.7
2454759.90963,57.2,8.0
2454835.3111,-25.6,6.3
2454852.30622,-53.2,7.8
2454856.36498,-61.1,7.2
2454864.34776,-40.4,5.5
2454883.24232,-74.1,6.0
2454924.09529,35.2,6.8
2454931.14786,63.2,6.2
2454949.1427,92.5,6.3
2454954.17821,71.7,6.8
2454983.02102,25.9,6.0
2455074.9888,-60.6,7.7
2455133.89059,66.3,6.7
2455204.34017,-54.1,6.1
2455233.29591,-70.0,5.5
NaN,NaN,NaN
