0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454777.65015,142.287,32.982,NaN,NaN,NaN,NaN
2454778.612164,95.377,45.225,NaN,NaN,NaN,NaN
2454779.609664,-33.153,NaN,NaN,NaN,NaN,NaN
2454782.569722,48.716,34.602,NaN,NaN,NaN,NaN
2454785.699988,NaN,NaN,NaN,NaN,NaN,NaN
2454786.674363,64.531,33.419,NaN,NaN,NaN,NaN
2454788.72309,-26.567,39.082,NaN,NaN,NaN,NaN
2454807.559155,NaN,NaN,NaN,NaN,NaN,NaN
2454808.559421,195.412,48.908,NaN,NaN,NaN,NaN
2454811.596007,NaN,NaN,NaN,NaN,NaN,NaN
2454812.589942,NaN,NaN,NaN,NaN,NaN,NaN
2454839.609583,NaN,NaN,NaN,NaN,NaN,NaN
2454840.611169,106.994,48.611,NaN,NaN,NaN,NaN
2454841.630694,NaN,NaN,NaN,NaN,NaN,NaN
2454843.582234,NaN,NaN,NaN,NaN,NaN,NaN
2454844.589109,NaN,NaN,NaN,NaN,NaN,NaN
2455020.892083,-159.579,59.435,NaN,NaN,NaN,NaN
2455021.900058,-158.29,61.838,NaN,NaN,NaN,NaN
2455022.910741,-82.674,53.861,NaN,NaN,NaN,NaN
2455023.87706,-15.008,64.813,NaN,NaN,NaN,NaN
2455024.882859,-11.797,63.539,NaN,NaN,NaN,NaN
2455025.890255,-216.807,56.13,NaN,NaN,NaN,NaN
2455103.808287,NaN,NaN,NaN,NaN,NaN,NaN
2455104.859583,NaN,NaN,NaN,NaN,NaN,NaN
2455106.847778,NaN,NaN,NaN,NaN,NaN,NaN
2455515.647315,67.546,62.811,NaN,NaN,NaN,NaN
2455519.676019,14.88,53.15,NaN,NaN,NaN,NaN
2455523.645718,15.695,48.952,NaN,NaN,NaN,NaN
2455524.77875,-30.244,53.589,NaN,NaN,NaN,NaN
2455527.757454,18.618,52.894,NaN,NaN,NaN,NaN
2455543.598148,-35.937,55.8,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
