0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454808.622581,179.492,64.276,NaN,NaN,NaN,NaN
2454866.620544,-30.745,37.158,NaN,NaN,NaN,NaN
2454866.640463,-1.772,39.511,NaN,NaN,NaN,NaN
2455137.722338,-67.407,27.219,NaN,NaN,NaN,NaN
2455163.643333,16.695,36.595,NaN,NaN,NaN,NaN
2455163.662303,56.764,38.413,NaN,NaN,NaN,NaN
2455197.666736,-41.383,NaN,NaN,NaN,NaN,NaN
2455468.826308,-45.174,47.778,NaN,NaN,NaN,NaN
2455468.844606,-51.248,48.53,NaN,NaN,NaN,NaN
2455497.881528,128.624,34.975,NaN,NaN,NaN,NaN
2455498.842685,42.001,36.949,NaN,NaN,NaN,NaN
2455498.861574,70.749,34.675,NaN,NaN,NaN,NaN
2455514.667072,-123.311,31.547,NaN,NaN,NaN,NaN
2455514.685532,-133.285,31.074,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
