0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454956.914896,223.411,77.284,NaN,NaN,NaN,NaN
2454957.945405,120.503,78.554,NaN,NaN,NaN,NaN
2454958.911319,-162.217,58.083,NaN,NaN,NaN,NaN
2454959.925938,157.552,36.89,NaN,NaN,NaN,NaN
2454962.922836,143.924,81.742,NaN,NaN,NaN,NaN
2454963.888808,-160.463,61.947,NaN,NaN,NaN,NaN
2454965.908669,-127.74,55.05,NaN,NaN,NaN,NaN
2454984.833947,139.049,57.558,NaN,NaN,NaN,NaN
2454986.890197,-21.448,111.849,NaN,NaN,NaN,NaN
2454988.903252,-22.912,62.845,NaN,NaN,NaN,NaN
2454990.79772,-18.139,75.356,NaN,NaN,NaN,NaN
2454993.802292,-108.184,NaN,NaN,NaN,NaN,NaN
2454994.791539,104.743,56.671,NaN,NaN,NaN,NaN
2454995.895799,-161.291,56.825,NaN,NaN,NaN,NaN
2455014.80037,187.909,74.853,NaN,NaN,NaN,NaN
2455020.842685,-182.166,48.701,NaN,NaN,NaN,NaN
2455021.848449,35.12,113.155,NaN,NaN,NaN,NaN
2455023.833229,-22.167,118.292,NaN,NaN,NaN,NaN
2455024.785949,80.196,99.515,NaN,NaN,NaN,NaN
2455484.613032,NaN,NaN,NaN,NaN,NaN,NaN
2455521.551042,-205.679,85.124,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
