0,1,2
2451969.8549,104497.0,6.0
2451973.7622,104518.0,6.0
2451976.7702,104522.0,6.0
2451977.8117,104513.0,6.0
2451979.7751,104524.0,5.0
2452000.7091,104526.0,8.0
2452047.6212,104528.0,8.0
2452047.6329,104545.0,9.0
2452321.7821,104435.0,4.0
2452323.8666,104441.0,4.0
2452343.7473,104417.0,4.0
2452359.6806,104387.0,5.0
2452363.7162,104387.0,6.0
2452365.7611,104387.0,5.0
2452366.7404,104388.0,5.0
2452368.7679,104377.0,5.0
2452373.7666,104391.0,5.0
2452404.6308,104327.0,5.0
2452433.5627,104307.0,6.0
2452434.6124,104281.0,5.0
2452450.6106,104293.0,6.0
2452463.5362,104278.0,6.0
2452647.8432,104263.0,6.0
2452648.8505,104262.0,5.0
2452668.821,104264.0,5.0
2452685.7781,104278.0,5.0
2452688.8399,104269.0,5.0
2452712.785,104298.0,6.0
2452713.7223,104278.0,9.0
2452714.7837,104281.0,5.0
2452715.8048,104285.0,5.0
2452716.7856,104279.0,5.0
2452717.738,104289.0,5.0
2452776.5881,104324.0,11.0
2452788.5016,104322.0,6.0
2452788.5136,104329.0,6.0
2452794.5803,104337.0,10.0
NaN,NaN,NaN
