0,1,2
2453946.612661,-2167.93,0.89
2453946.620219,-2155.63,0.85
2453946.627291,-2142.88,0.78
2453946.63464,-2148.21,0.8
2453946.641631,-2162.82,0.82
2453946.646886,-2178.01,1.61
2453946.68993,-2212.24,0.79
2453946.697337,-2217.75,0.8
2453946.70427,-2223.67,0.78
2453946.711759,-2227.11,0.74
2453946.719235,-2231.67,0.74
2453946.726215,-2233.87,0.75
2453951.652875,-2413.32,0.93
2453951.660248,-2412.16,0.88
2453951.666452,-2413.9,1.21
2453951.674797,-2412.89,1.08
2453951.682077,-2412.44,0.94
2453951.689125,-2411.51,0.94
2453986.518304,-2187.38,1.14
2453986.527621,-2192.22,0.79
2453986.537783,-2195.83,0.77
2453986.547643,-2203.03,0.89
2453986.555247,-2189.9,0.82
2453986.562515,-2177.06,0.74
2453986.569703,-2183.99,0.74
2453986.576982,-2200.69,0.71
2453986.584332,-2222.28,0.71
2453986.59182,-2244.87,0.69
2453986.599018,-2262.39,0.68
2453986.606391,-2271.44,0.69
2453986.613659,-2259.92,0.7
2453986.621147,-2247.89,0.7
2453986.628427,-2248.99,0.69
2453986.635834,-2252.91,0.71
2453986.643148,-2258.63,0.72
2453986.650637,-2261.17,0.76
2453986.658032,-2265.81,0.74
2453986.6653,-2269.81,0.73
2454341.492318,-2167.53,1.27
2454341.496102,-2168.87,1.14
2454341.499829,-2169.81,1.2
2454341.503706,-2171.58,1.23
2454341.507537,-2178.03,1.21
2454341.511414,-2176.19,1.22
2454341.515257,-2179.59,1.16
2454341.519018,-2180.3,1.18
2454341.522965,-2178.0,1.18
2454341.526911,-2168.54,1.12
2454341.530592,-2160.83,0.92
2454341.534423,-2154.28,0.92
2454341.538265,-2156.42,0.93
2454341.542142,-2163.78,0.91
2454341.545904,-2171.92,0.91
2454341.549804,-2181.73,0.93
2454341.5536,-2194.09,0.91
2454341.557397,-2205.39,0.92
2454341.561239,-2217.7,0.93
2454341.56507,-2228.63,0.97
2454341.568936,-2238.84,0.95
2454341.572813,-2245.21,0.93
2454341.576609,-2252.28,0.96
2454341.580359,-2249.84,0.93
2454341.584305,-2241.98,0.94
2454341.588032,-2233.17,0.9
2454341.591898,-2226.96,0.98
2454341.595624,-2227.91,1.08
2454341.599606,-2228.36,0.96
2454341.603367,-2229.22,0.96
2454341.607117,-2232.57,1.0
2454341.611179,-2233.18,1.18
2454341.622904,-2241.29,1.65
2454341.62707,-2243.93,1.62
2454341.630797,-2248.1,1.43
2454341.634663,-2249.07,1.55
2454341.63832,-2248.16,1.47
2454341.642382,-2253.12,1.42
2454341.646028,-2253.37,1.32
2454341.649974,-2255.95,1.31
NaN,NaN,NaN
