0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454808.622581,104.503,43.609,NaN,NaN,NaN,NaN
2454866.620544,-7.889,39.549,NaN,NaN,NaN,NaN
2454866.640463,14.811,43.066,NaN,NaN,NaN,NaN
2455137.722338,26.28,30.694,NaN,NaN,NaN,NaN
2455163.643333,-4.253,27.063,NaN,NaN,NaN,NaN
2455163.662303,22.699,28.119,NaN,NaN,NaN,NaN
2455197.666736,-28.417,NaN,NaN,NaN,NaN,NaN
2455468.826308,-64.665,28.138,NaN,NaN,NaN,NaN
2455468.844606,-22.988,29.172,NaN,NaN,NaN,NaN
2455497.881528,75.963,28.108,NaN,NaN,NaN,NaN
2455498.842685,13.703,29.815,NaN,NaN,NaN,NaN
2455498.861574,40.038,27.349,NaN,NaN,NaN,NaN
2455514.667072,-96.654,21.038,NaN,NaN,NaN,NaN
2455514.685532,-73.13,18.908,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
