0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454927.821296,-1.582,58.183,NaN,NaN,NaN,NaN
2454928.847269,72.156,48.612,NaN,NaN,NaN,NaN
2454964.767303,-283.55,39.071,NaN,NaN,NaN,NaN
2454965.776609,-322.408,49.709,NaN,NaN,NaN,NaN
2454994.697222,-35.342,56.08,NaN,NaN,NaN,NaN
2455193.909549,-293.568,65.861,NaN,NaN,NaN,NaN
2455197.964051,-93.826,71.229,NaN,NaN,NaN,NaN
2455198.944988,-191.242,39.786,NaN,NaN,NaN,NaN
2455199.962164,-466.428,49.587,NaN,NaN,NaN,NaN
2455200.986053,-337.844,49.396,NaN,NaN,NaN,NaN
2455201.97412,-416.601,46.475,NaN,NaN,NaN,NaN
2455202.987095,-185.378,37.617,NaN,NaN,NaN,NaN
2455258.877917,-73.948,NaN,NaN,NaN,NaN,NaN
2455259.826389,4.033,34.517,NaN,NaN,NaN,NaN
2455260.819352,24.336,39.002,NaN,NaN,NaN,NaN
2455261.815752,-2.098,27.474,NaN,NaN,NaN,NaN
2455280.771794,230.13,30.537,NaN,NaN,NaN,NaN
2455281.76441,345.4,34.925,NaN,NaN,NaN,NaN
2455283.810914,93.989,48.657,NaN,NaN,NaN,NaN
2455284.746667,285.432,38.35,NaN,NaN,NaN,NaN
2455311.682106,655.517,74.89,NaN,NaN,NaN,NaN
2455313.623958,162.679,48.144,NaN,NaN,NaN,NaN
2455369.646829,NaN,NaN,NaN,NaN,NaN,NaN
2455551.991597,105.421,48.268,NaN,NaN,NaN,NaN
2455552.979711,205.932,54.929,NaN,NaN,NaN,NaN
2455553.983032,106.54,62.693,NaN,NaN,NaN,NaN
2455556.968831,248.471,53.377,NaN,NaN,NaN,NaN
2455557.971782,163.78,54.741,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
