0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454805.791863,-32.559,31.096,NaN,NaN,NaN,NaN
2454807.70066,3.912,24.928,NaN,NaN,NaN,NaN
2454866.581111,-28.466,32.393,NaN,NaN,NaN,NaN
2454867.604097,84.496,40.16,NaN,NaN,NaN,NaN
2455163.699907,-3.061,35.104,NaN,NaN,NaN,NaN
2455197.724468,NaN,NaN,NaN,NaN,NaN,NaN
2455468.878565,76.836,NaN,NaN,NaN,NaN,NaN
2455469.869896,64.006,10.055,NaN,NaN,NaN,NaN
2455497.922454,-55.183,21.873,NaN,NaN,NaN,NaN
2455498.896551,-52.665,19.106,NaN,NaN,NaN,NaN
2455514.719919,-57.315,34.392,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
