0,1,2
2453460.835689,-11383.21,3.58
2453469.789958,-11399.41,2.31
2453499.57732,-11484.08,4.44
2453500.640853,-11483.48,9.51
2453787.794345,-11490.31,2.23
2453812.758284,-11485.78,2.74
2453833.702527,-11417.48,1.97
2453862.612367,-11392.02,2.05
2453883.589298,-11350.62,1.74
2453922.499118,-11330.9,4.3
2453950.475526,-11286.37,2.99
2454117.845316,-11337.07,4.04
2454137.805538,-11375.9,2.01
2454169.723278,-11453.19,1.78
2454194.778924,-11492.12,2.26
2454202.72518,-11543.09,1.93
2454225.659229,-11556.65,3.73
2454228.668949,-11549.85,2.66
2454233.616624,-11560.43,3.18
NaN,NaN,NaN
