0,1,2
2453205.59954,-2721.7,0.6
2453237.56368,-2724.2,1.0
2453520.79313,-2725.4,0.7
2453580.56872,-2724.0,0.6
2453813.84787,-2740.2,0.6
2453816.86891,-2730.0,0.6
2453861.80848,-2724.6,0.6
2453862.78603,-2720.6,0.6
2453863.81069,-2723.9,0.6
2453864.76679,-2737.2,0.6
2453865.81127,-2728.7,0.6
2453866.75571,-2722.8,0.6
2453867.84813,-2722.8,0.6
2453868.83933,-2733.3,0.6
2453869.80377,-2741.6,0.6
2453870.73864,-2734.2,0.7
2453871.86056,-2727.5,0.6
2453882.74474,-2734.1,0.6
2453886.74877,-2724.0,0.6
2453887.79168,-2734.9,0.6
2453917.72331,-2734.1,0.7
2453919.7268,-2725.3,0.8
2453921.62715,-2739.3,0.6
2453944.58648,-2745.1,0.7
2453947.59141,-2729.4,1.7
2453950.64727,-2734.1,0.6
2453976.52448,-2732.2,0.6
2453980.56922,-2729.9,0.7
2453981.59262,-2741.6,0.6
2453982.61648,-2746.3,0.6
2453983.52887,-2736.0,0.7
NaN,NaN,NaN
