0,1,2
2454985.043,52.45,34.5
2454986.065,-42.39,34.0
2454987.06,-74.37,33.6
2454988.027,63.04,33.7
2454988.973,98.87,33.8
2454995.103,46.58,34.2
2455014.891,-64.61,33.7
2455015.975,-29.97,33.4
2455017.02,-28.28,33.3
2455075.788,41.65,33.9
2455109.85,-122.0,32.8
2455110.79,-67.42,31.9
2455133.718,58.11,32.6
2455133.732,51.13,32.5
2455133.747,71.85,32.7
2455133.761,34.51,32.8
2455133.776,24.38,32.6
2455133.79,-9.49,33.2
2455133.805,-31.04,33.2
2455133.821,-14.32,32.6
2455133.839,49.58,32.8
2455134.74,-23.48,31.9
2455135.79,48.5,32.6
NaN,NaN,NaN
