0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454963.934572,-206.795,49.058,NaN,NaN,NaN,NaN
2455099.630498,-14.017,48.235,NaN,NaN,NaN,NaN
2455100.63684,-45.32,44.612,NaN,NaN,NaN,NaN
2455101.616782,-28.828,36.899,NaN,NaN,NaN,NaN
2455128.59706,59.891,47.39,NaN,NaN,NaN,NaN
2455129.570729,44.321,62.094,NaN,NaN,NaN,NaN
2455137.570023,35.652,46.305,NaN,NaN,NaN,NaN
2455140.6136,59.337,55.458,NaN,NaN,NaN,NaN
2455281.944699,-34.257,39.109,NaN,NaN,NaN,NaN
2455284.921215,-93.979,34.728,NaN,NaN,NaN,NaN
2455285.983391,70.765,32.75,NaN,NaN,NaN,NaN
2455314.897303,69.412,35.31,NaN,NaN,NaN,NaN
2455315.919352,60.823,28.956,NaN,NaN,NaN,NaN
2455320.911991,45.979,NaN,NaN,NaN,NaN,NaN
2455340.868391,1.899,44.117,NaN,NaN,NaN,NaN
2455368.819525,10.067,30.315,NaN,NaN,NaN,NaN
2455369.795428,38.276,38.408,NaN,NaN,NaN,NaN
2455370.698623,-20.328,35.86,NaN,NaN,NaN,NaN
2455383.877269,-52.896,51.345,NaN,NaN,NaN,NaN
2455468.690903,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
