0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454934.956875,NaN,NaN,NaN,NaN,NaN,NaN
2454958.824456,NaN,NaN,NaN,NaN,NaN,NaN
2454959.839086,NaN,NaN,NaN,NaN,NaN,NaN
2454965.824352,44.935,57.925,NaN,NaN,NaN,NaN
2454983.809803,-52.341,64.917,NaN,NaN,NaN,NaN
2454993.851898,81.964,66.671,NaN,NaN,NaN,NaN
2455021.698229,NaN,NaN,NaN,NaN,NaN,NaN
2455023.745914,NaN,NaN,NaN,NaN,NaN,NaN
2455025.759988,-49.297,67.257,NaN,NaN,NaN,NaN
2455100.729792,-8.612,46.408,NaN,NaN,NaN,NaN
2455101.744144,-64.491,44.017,NaN,NaN,NaN,NaN
2455103.718056,141.737,58.466,NaN,NaN,NaN,NaN
2455104.767963,93.174,53.582,NaN,NaN,NaN,NaN
2455106.753692,48.289,52.943,NaN,NaN,NaN,NaN
2455158.61309,-30.963,57.882,NaN,NaN,NaN,NaN
2455159.610231,1.167,61.466,NaN,NaN,NaN,NaN
2455160.610324,-58.22,56.086,NaN,NaN,NaN,NaN
2455161.610764,-47.038,61.673,NaN,NaN,NaN,NaN
2455162.611389,NaN,NaN,NaN,NaN,NaN,NaN
2455344.902141,-32.933,NaN,NaN,NaN,NaN,NaN
2455382.833206,-60.194,48.041,NaN,NaN,NaN,NaN
2455521.595602,-21.587,40.221,NaN,NaN,NaN,NaN
2455550.556447,14.41,41.403,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
