0,1,2
2454706.8761,-7368.0,26.0
2454708.8417,-7189.0,11.0
2454709.7625,-7320.0,19.0
2454710.7697,-7291.0,24.0
2454715.8843,-7201.0,18.0
2454716.8457,-7262.0,41.0
2454717.7794,-7386.0,41.0
2454720.752,-7312.0,17.0
2454721.8184,-7289.0,19.0
2454722.8233,-7201.0,12.0
2454724.7367,-7314.0,17.0
2454726.8108,-7225.0,12.0
2454729.8623,-7206.0,13.0
2454731.8658,-7345.0,12.0
2454740.7564,-7199.0,20.0
2454834.5647,-7304.0,18.0
2454836.5707,-7225.0,17.0
2454853.6313,-7171.0,14.0
2454854.6322,-7275.0,13.0
2454855.6091,-7310.0,12.0
2454860.5404,-7183.0,13.0
2454862.5589,-7327.0,15.0
2454865.5628,-7313.0,14.0
2454879.5256,-7280.0,17.0
2454880.5402,-7273.0,21.0
2454882.5242,-7193.0,21.0
2454885.5207,-7159.0,16.0
2454886.5443,-7299.0,17.0
2455095.8758,-7308.0,13.0
2455100.8593,-7154.0,15.0
2455126.7935,-7266.0,15.0
2455128.7415,-7169.0,16.0
2455185.6618,-7147.0,11.0
2455186.6153,-7234.0,11.0
2455189.6571,-7164.0,10.0
2455190.669,-7284.0,11.0
NaN,NaN,NaN
