0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454867.993356,-50.965,91.246,NaN,NaN,NaN,NaN
2454868.02897,47.709,124.768,NaN,NaN,NaN,NaN
2454869.013553,-89.994,104.048,NaN,NaN,NaN,NaN
2454870.010231,-34.145,62.698,NaN,NaN,NaN,NaN
2454876.00647,-49.01,111.599,NaN,NaN,NaN,NaN
2454877.003565,193.031,75.297,NaN,NaN,NaN,NaN
2454878.012037,126.762,77.722,NaN,NaN,NaN,NaN
2454898.955127,-1.238,65.609,NaN,NaN,NaN,NaN
2454901.906331,-135.645,62.382,NaN,NaN,NaN,NaN
2454902.899502,-130.678,50.205,NaN,NaN,NaN,NaN
2454905.912095,5.911,66.954,NaN,NaN,NaN,NaN
2454906.880289,-94.334,NaN,NaN,NaN,NaN,NaN
2454926.799259,159.008,87.485,NaN,NaN,NaN,NaN
2454927.777535,60.744,59.741,NaN,NaN,NaN,NaN
2454931.888229,-62.838,91.87,NaN,NaN,NaN,NaN
2454934.859954,207.758,60.37,NaN,NaN,NaN,NaN
2454935.852257,138.067,99.355,NaN,NaN,NaN,NaN
2454958.77353,NaN,NaN,NaN,NaN,NaN,NaN
2454959.790081,NaN,NaN,NaN,NaN,NaN,NaN
2454960.812373,NaN,NaN,NaN,NaN,NaN,NaN
2454962.778241,NaN,NaN,NaN,NaN,NaN,NaN
2454963.768588,NaN,NaN,NaN,NaN,NaN,NaN
2454984.696389,-68.814,65.635,NaN,NaN,NaN,NaN
2454987.73463,NaN,NaN,NaN,NaN,NaN,NaN
2454990.690174,-132.112,64.401,NaN,NaN,NaN,NaN
2454993.707303,106.305,84.542,NaN,NaN,NaN,NaN
2455286.757581,-153.957,64.519,NaN,NaN,NaN,NaN
2455291.771759,-41.565,79.55,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
