0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2455640.89838,102.834,112.455,NaN,NaN,NaN,NaN
2455641.895637,90.765,100.296,NaN,NaN,NaN,NaN
2455642.890914,174.398,105.304,NaN,NaN,NaN,NaN
2455643.883183,99.162,101.156,NaN,NaN,NaN,NaN
2455644.916736,104.851,89.297,NaN,NaN,NaN,NaN
2455645.911296,5.693,83.124,NaN,NaN,NaN,NaN
2455664.831632,-8.872,93.837,NaN,NaN,NaN,NaN
2455665.825498,52.703,91.605,NaN,NaN,NaN,NaN
2455666.83022,56.055,73.596,NaN,NaN,NaN,NaN
2455667.836227,-25.845,84.145,NaN,NaN,NaN,NaN
2455668.842627,83.482,99.234,NaN,NaN,NaN,NaN
2455669.866944,-8.471,75.375,NaN,NaN,NaN,NaN
2455671.966412,-192.62,95.346,NaN,NaN,NaN,NaN
2455672.936551,-88.661,133.29,NaN,NaN,NaN,NaN
2455673.953924,-169.443,86.185,NaN,NaN,NaN,NaN
2455694.893391,-139.177,93.386,NaN,NaN,NaN,NaN
2455695.847176,122.71,112.032,NaN,NaN,NaN,NaN
2455695.886667,127.686,112.52,NaN,NaN,NaN,NaN
2455696.85059,-69.489,127.821,NaN,NaN,NaN,NaN
2455696.890567,-6.059,137.213,NaN,NaN,NaN,NaN
2455697.861366,41.434,88.525,NaN,NaN,NaN,NaN
2455697.90191,-41.551,99.876,NaN,NaN,NaN,NaN
2455698.886204,-26.796,108.693,NaN,NaN,NaN,NaN
2455727.752199,4.563,108.551,NaN,NaN,NaN,NaN
2455728.746007,-73.826,114.118,NaN,NaN,NaN,NaN
2455753.652199,-41.715,132.751,NaN,NaN,NaN,NaN
2455758.663958,-150.828,131.238,NaN,NaN,NaN,NaN
2455965.000694,173.7,116.418,NaN,NaN,NaN,NaN
2455968.990382,167.783,112.172,NaN,NaN,NaN,NaN
2455991.935243,52.838,99.085,NaN,NaN,NaN,NaN
2455991.982975,120.765,99.008,NaN,NaN,NaN,NaN
2455998.936944,-56.311,77.209,NaN,NaN,NaN,NaN
2456022.8586,-124.975,94.924,NaN,NaN,NaN,NaN
2456025.857674,-218.289,166.966,NaN,NaN,NaN,NaN
2456027.872222,-138.493,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
