0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454901.948889,-99.645,72.673,NaN,NaN,NaN,NaN
2454902.949583,NaN,NaN,NaN,NaN,NaN,NaN
2454905.957824,NaN,NaN,NaN,NaN,NaN,NaN
2454906.926551,NaN,NaN,NaN,NaN,NaN,NaN
2454907.918171,NaN,NaN,NaN,NaN,NaN,NaN
2454926.903426,NaN,NaN,NaN,NaN,NaN,NaN
2454927.908391,NaN,NaN,NaN,NaN,NaN,NaN
2454983.751771,58.288,39.74,NaN,NaN,NaN,NaN
2454984.744155,56.294,NaN,NaN,NaN,NaN,NaN
2455014.649456,-40.966,36.184,NaN,NaN,NaN,NaN
2455023.653333,-19.324,38.081,NaN,NaN,NaN,NaN
2455024.653067,68.073,38.115,NaN,NaN,NaN,NaN
2455222.917106,108.447,52.24,NaN,NaN,NaN,NaN
2455223.907037,21.908,51.891,NaN,NaN,NaN,NaN
2455254.910266,-124.74,72.597,NaN,NaN,NaN,NaN
2455258.921458,-134.454,55.914,NaN,NaN,NaN,NaN
2455259.910312,-105.615,62.151,NaN,NaN,NaN,NaN
2455260.900347,-96.809,73.818,NaN,NaN,NaN,NaN
2455261.955741,-97.505,59.987,NaN,NaN,NaN,NaN
2455280.863611,70.206,63.577,NaN,NaN,NaN,NaN
2455289.767384,60.612,52.644,NaN,NaN,NaN,NaN
2455312.666562,178.71,54.814,NaN,NaN,NaN,NaN
2455349.824271,96.522,47.813,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
