0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2455575.847975,53.409,57.643,NaN,NaN,NaN,NaN
2455579.871493,-146.41,78.98,NaN,NaN,NaN,NaN
2455585.873275,-99.021,83.243,NaN,NaN,NaN,NaN
2455586.891817,85.189,77.257,NaN,NaN,NaN,NaN
2455604.820035,163.782,80.094,NaN,NaN,NaN,NaN
2455605.757975,49.895,76.472,NaN,NaN,NaN,NaN
2455606.768333,-131.488,91.714,NaN,NaN,NaN,NaN
2455614.82478,54.822,79.579,NaN,NaN,NaN,NaN
2455615.824757,234.537,105.076,NaN,NaN,NaN,NaN
2455640.728542,-77.373,91.803,NaN,NaN,NaN,NaN
2455641.7275,-145.008,102.541,NaN,NaN,NaN,NaN
2455666.618912,-161.514,111.061,NaN,NaN,NaN,NaN
2455667.621447,198.386,111.662,NaN,NaN,NaN,NaN
2455668.618113,-25.995,100.337,NaN,NaN,NaN,NaN
2455873.002662,-109.881,67.826,NaN,NaN,NaN,NaN
2455876.998981,428.205,142.594,NaN,NaN,NaN,NaN
2455904.915972,104.174,90.004,NaN,NaN,NaN,NaN
2455905.901389,45.078,76.108,NaN,NaN,NaN,NaN
2455905.948565,98.746,77.849,NaN,NaN,NaN,NaN
2455928.820602,-26.891,78.67,NaN,NaN,NaN,NaN
2455932.86375,119.573,65.069,NaN,NaN,NaN,NaN
2455938.821204,-476.862,71.225,NaN,NaN,NaN,NaN
2455958.770197,9.182,82.057,NaN,NaN,NaN,NaN
2455959.769525,-77.1,NaN,NaN,NaN,NaN,NaN
2455965.8111,178.74,110.435,NaN,NaN,NaN,NaN
2455969.737338,NaN,NaN,NaN,NaN,NaN,NaN
2456022.606678,-346.173,152.518,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
