0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454956.914896,78.981,85.383,NaN,NaN,NaN,NaN
2454957.945405,300.351,61.249,NaN,NaN,NaN,NaN
2454958.911319,-108.294,57.857,NaN,NaN,NaN,NaN
2454959.925938,243.805,67.555,NaN,NaN,NaN,NaN
2454962.922836,244.724,75.938,NaN,NaN,NaN,NaN
2454963.888808,-16.319,54.437,NaN,NaN,NaN,NaN
2454965.908669,-74.772,57.558,NaN,NaN,NaN,NaN
2454984.833947,180.389,54.108,NaN,NaN,NaN,NaN
2454986.890197,2.488,78.35,NaN,NaN,NaN,NaN
2454988.903252,-157.639,58.589,NaN,NaN,NaN,NaN
2454990.79772,35.797,76.974,NaN,NaN,NaN,NaN
2454993.802292,-202.685,48.833,NaN,NaN,NaN,NaN
2454994.791539,6.8,85.757,NaN,NaN,NaN,NaN
2454995.895799,-187.008,71.963,NaN,NaN,NaN,NaN
2455014.80037,37.476,69.824,NaN,NaN,NaN,NaN
2455020.842685,-286.369,NaN,NaN,NaN,NaN,NaN
2455021.848449,72.969,77.266,NaN,NaN,NaN,NaN
2455023.833229,39.418,61.247,NaN,NaN,NaN,NaN
2455024.785949,103.803,94.653,NaN,NaN,NaN,NaN
2455484.613032,NaN,NaN,NaN,NaN,NaN,NaN
2455521.551042,-313.913,115.662,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
