0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454777.601146,NaN,NaN,NaN,NaN,NaN,NaN
2454778.559537,34.133,73.201,NaN,NaN,NaN,NaN
2454779.560637,NaN,NaN,NaN,NaN,NaN,NaN
2454783.720694,NaN,NaN,NaN,NaN,NaN,NaN
2454785.75875,NaN,NaN,NaN,NaN,NaN,NaN
2454786.72,NaN,NaN,NaN,NaN,NaN,NaN
2454788.773634,NaN,NaN,NaN,NaN,NaN,NaN
2454807.622002,46.663,82.603,NaN,NaN,NaN,NaN
2454811.644387,18.66,68.504,NaN,NaN,NaN,NaN
2454812.634167,32.302,75.549,NaN,NaN,NaN,NaN
2454836.559063,-93.521,96.431,NaN,NaN,NaN,NaN
2454839.658866,NaN,NaN,NaN,NaN,NaN,NaN
2454840.656262,NaN,NaN,NaN,NaN,NaN,NaN
2454843.628519,6.383,74.289,NaN,NaN,NaN,NaN
2454844.655336,-14.75,80.16,NaN,NaN,NaN,NaN
2455020.933843,NaN,NaN,NaN,NaN,NaN,NaN
2455021.943947,NaN,NaN,NaN,NaN,NaN,NaN
2455022.952373,-75.459,43.033,NaN,NaN,NaN,NaN
2455023.923681,NaN,NaN,NaN,NaN,NaN,NaN
2455024.929132,NaN,NaN,NaN,NaN,NaN,NaN
2455025.932627,-71.771,38.752,NaN,NaN,NaN,NaN
2455106.894329,95.216,NaN,NaN,NaN,NaN,NaN
2455116.933843,154.194,19.137,NaN,NaN,NaN,NaN
2455131.745428,-112.404,17.869,NaN,NaN,NaN,NaN
2455515.687743,32.403,17.199,NaN,NaN,NaN,NaN
2455523.687836,2.513,19.381,NaN,NaN,NaN,NaN
2455524.816933,-76.51,20.823,NaN,NaN,NaN,NaN
2455543.640336,21.947,22.054,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
