0,1,2
2450283.952,5.14,1.46
2450603.027,10.95,1.63
2450665.908,12.81,1.63
2451011.878,0.94,2.19
2451069.83,-14.86,2.17
2451367.894,-7.68,1.98
2451410.857,-12.21,2.29
2451441.759,-5.03,1.96
2451705.979,-15.48,2.25
2451984.164,-13.59,2.5
2452004.126,-15.69,2.18
2452008.065,-19.07,2.17
2452009.118,-28.52,2.44
2452030.989,-4.26,1.67
2452095.962,5.95,1.94
2452098.016,-2.49,2.09
2452099.039,10.75,1.71
2452100.956,2.62,1.94
2452127.874,5.87,2.05
2452391.132,3.8,2.13
2452488.898,10.77,1.78
2452573.725,-9.38,1.82
2452833.948,-1.19,1.82
2453239.787,0.0,1.8
2453546.914,7.36,1.98
2453603.852,15.72,1.89
2453807.15,-3.79,1.93
2453932.962,16.87,1.76
2453968.92,12.16,1.83
NaN,NaN,NaN
