0,1,2,3,4,5,6
NaN,NaN,NaN,NaN,NaN,NaN,NaN
2454934.956875,NaN,NaN,NaN,NaN,NaN,NaN
2454958.824456,NaN,NaN,NaN,NaN,NaN,NaN
2454959.839086,NaN,NaN,NaN,NaN,NaN,NaN
2454965.824352,45.828,80.466,NaN,NaN,NaN,NaN
2454983.809803,-103.486,93.957,NaN,NaN,NaN,NaN
2454993.851898,50.01,90.783,NaN,NaN,NaN,NaN
2455021.698229,NaN,NaN,NaN,NaN,NaN,NaN
2455023.745914,-138.566,65.506,NaN,NaN,NaN,NaN
2455025.759988,-89.73,68.913,NaN,NaN,NaN,NaN
2455100.729792,59.538,84.631,NaN,NaN,NaN,NaN
2455101.744144,28.055,74.733,NaN,NaN,NaN,NaN
2455103.718056,104.966,80.669,NaN,NaN,NaN,NaN
2455104.767963,92.038,82.284,NaN,NaN,NaN,NaN
2455106.753692,95.25,82.737,NaN,NaN,NaN,NaN
2455158.61309,-51.117,75.378,NaN,NaN,NaN,NaN
2455159.610231,-86.437,74.843,NaN,NaN,NaN,NaN
2455160.610324,-57.32,75.026,NaN,NaN,NaN,NaN
2455161.610764,13.727,74.985,NaN,NaN,NaN,NaN
2455162.611389,NaN,NaN,NaN,NaN,NaN,NaN
2455344.902141,6.969,NaN,NaN,NaN,NaN,NaN
2455382.833206,-53.283,41.238,NaN,NaN,NaN,NaN
2455521.595602,-18.766,54.88,NaN,NaN,NaN,NaN
2455550.556447,102.323,58.387,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN
