0,1,2
2444687.01,125.6,26.6
2444687.976,35.6,14.4
2444745.922,-8.9,22.3
2444753.859,41.0,18.7
2444770.754,22.2,28.7
2444958.153,22.4,10.4
2445148.8,-2.1,12.4
2445458.915,15.5,14.2
2445713.117,-30.0,13.4
2445809.917,-20.1,10.3
2445810.915,-10.0,8.4
2445864.876,-33.8,11.2
2446216.858,-15.4,8.6
2446216.897,-25.9,11.7
2446395.143,-16.7,11.1
2446538.003,13.4,9.9
2446603.88,2.8,8.2
2446604.833,4.7,6.5
2446633.77,-23.8,6.5
2446785.133,8.8,8.9
2446786.106,4.9,9.3
2446835.069,15.8,9.2
2446865.03,17.9,10.8
2446866.02,13.9,6.9
2446866.973,-0.8,9.0
NaN,NaN,NaN
