0,1,2
2451064.685307,-20962.0,9.0
2451122.54613,-20928.0,8.0
2451123.568371,-20923.0,9.0
2451123.578243,-20935.0,9.0
2451128.545992,-20934.0,8.0
2451133.565971,-20937.0,9.0
2451383.846011,-20891.0,8.0
2451391.77815,-20897.0,9.0
2451394.715916,-20910.0,8.0
2451397.84512,-20910.0,9.0
2451401.725299,-20920.0,11.0
2451408.646986,-20925.0,8.0
2451424.73384,-20949.0,9.0
2451431.723676,-20955.0,8.0
2451434.755679,-20955.0,11.0
2451437.567422,-20976.0,8.0
2451438.686639,-20964.0,8.0
2451441.706816,-20961.0,9.0
2451442.641497,-20977.0,10.0
2451443.689586,-20968.0,9.0
2451444.673347,-20955.0,10.0
2451446.654939,-20967.0,11.0
2451450.619055,-20971.0,9.0
2451455.722592,-20975.0,10.0
2451458.596351,-20972.0,9.0
2451460.622635,-20969.0,9.0
2451463.586138,-20961.0,9.0
2451464.565476,-20959.0,9.0
2451465.633787,-20958.0,9.0
2451480.597471,-20969.0,12.0
2451481.56074,-20979.0,10.0
2451482.554411,-20984.0,12.0
2451484.607405,-20975.0,10.0
2451486.575033,-20975.0,17.0
2451487.561989,-20972.0,10.0
2451488.555505,-20967.0,9.0
2451489.535817,-20949.0,10.0
2451492.56844,-20954.0,10.0
2451493.539399,-20959.0,11.0
2451495.527549,-20948.0,11.0
2451496.533758,-20955.0,13.0
NaN,NaN,NaN
