0,1,2
2455281.6933,-17735.8,5.9
2455281.908,-17746.3,12.6
2455282.6762,-17749.2,11.8
2455282.6835,-17740.7,11.3
2455282.6911,-17750.4,11.2
2455282.6988,-17773.3,11.9
2455283.6945,-17748.7,11.9
2455283.9139,-17743.6,11.9
2455295.6485,-17749.2,12.4
2455295.9092,-17762.9,11.9
2455296.6514,-17755.1,12.3
2455296.6651,-17761.9,12.3
2455296.6701,-17766.8,12.1
2455296.675,-17752.1,14.0
2455296.6801,-17736.4,13.1
2455296.685,-17737.9,12.6
2455296.69,-17743.4,12.3
2455296.695,-17751.2,12.4
2455296.7,-17764.5,11.8
2455296.7051,-17740.3,11.6
2455296.71,-17763.3,11.9
2455296.715,-17753.1,12.0
2455296.7201,-17800.6,12.2
2455296.725,-17788.5,12.2
2455296.73,-17781.3,11.5
2455296.735,-17796.5,11.1
2455296.74,-17812.8,10.9
2455296.745,-17816.0,10.7
2455296.7501,-17839.9,9.8
2455296.755,-17826.5,11.6
2455296.76,-17849.5,12.1
2455296.765,-17836.6,12.1
2455296.77,-17814.1,13.9
2455296.7751,-17795.2,13.0
2455296.78,-17824.0,12.9
2455296.7851,-17794.3,12.2
2455296.7901,-17841.8,11.8
2455296.795,-17817.7,11.2
2455296.8,-17801.2,10.9
2455296.8049,-17815.4,10.8
2455296.81,-17801.8,11.0
2455296.815,-17829.3,11.0
2455296.8199,-17828.9,10.9
2455296.8251,-17820.0,11.0
2455296.83,-17835.5,10.5
2455296.835,-17820.3,10.8
2455296.8401,-17829.4,10.7
2455296.8451,-17839.8,10.0
2455296.85,-17860.2,11.1
2455296.855,-17843.8,11.6
2455296.86,-17828.7,11.6
2455296.865,-17747.5,5.2
2455296.8701,-17663.2,4.5
2455296.875,-17857.2,5.6
2455296.8801,-17782.5,4.5
2455296.8851,-17869.6,4.2
2455296.8901,-17805.7,4.3
2455296.8951,-17767.4,12.5
2455296.9,-17746.1,11.8
2455296.9051,-17743.1,11.8
2455296.9101,-17744.3,14.1
2455297.7382,-17774.7,5.6
2455297.9076,-17680.2,3.9
NaN,NaN,NaN
