0,1,2
2453982.1164,-312.6,1.1
2453983.110185,-291.6,1.1
2453984.104595,-175.0,1.1
2454024.076794,-39.9,1.2
2454129.848461,-17.1,1.1
2454131.926354,-32.2,1.3
2454138.913472,-98.8,1.2
2454544.815162,54.2,1.0
2454545.799155,50.4,1.0
2454546.802812,48.1,1.0
2455172.939733,21.7,1.1
2455435.133695,97.5,1.0
2455521.851677,-244.2,1.2
2455522.947381,-268.1,1.1
2455526.936103,78.6,1.1
2455528.877669,118.4,1.0
2455543.032113,115.5,1.2
2455545.105481,110.3,1.2
2455546.046328,110.6,1.2
2455556.071287,69.6,1.1
2455556.954989,66.4,1.1
2455558.027806,62.3,1.2
2455584.769501,128.2,1.2
2455606.952224,91.6,1.2
2455634.789262,-81.0,1.0
2455636.79399,80.7,1.0
2455636.79936,85.6,1.1
2455663.738831,87.6,1.0
2455671.731754,45.8,1.2
2455672.732058,37.1,1.0
2455673.74507,27.6,1.0
2455793.124325,-86.7,1.2
2455843.017282,-6.4,1.3
NaN,NaN,NaN
