0,1,2
2452899.77052,95245.4,1.36
2452939.67749,95251.4,1.44
2452946.72659,95241.0,1.57
2453266.77155,95249.55,1.02
2453268.72143,95249.4,1.0
2453273.7414,95241.54,1.0
2453274.74846,95242.0,0.95
2453287.69258,95245.42,1.01
2453288.69001,95244.26,0.88
2453289.70387,95245.3,0.89
2453291.68596,95239.83,1.09
2453292.67405,95241.29,0.92
2453294.64135,95242.44,1.15
2453295.7625,95248.5,1.29
2453298.72754,95248.22,0.9
2453308.68463,95242.48,0.88
2453309.54646,95243.17,0.95
2453310.65747,95244.71,0.88
2453312.54143,95248.96,0.94
2453314.70856,95249.1,0.94
2453315.62201,95249.53,0.94
2453321.64168,95238.4,1.16
2453366.5431,95243.83,0.87
2453367.58691,95242.81,0.88
2453371.56598,95243.21,0.88
2453372.55973,95246.43,0.88
2453373.55895,95247.2,0.94
2453374.55931,95247.07,0.9
2453376.5441,95249.64,0.88
2453377.53686,95247.1,0.89
2453401.53108,95244.7,1.26
2453403.5491,95244.22,1.0
2453404.52408,95246.75,0.99
2453406.52597,95248.24,1.0
2453408.525,95250.76,1.05
2453409.52594,95249.6,1.01
2453410.52003,95249.61,1.0
2453412.50936,95245.25,1.01
2453573.91705,95243.3,1.12
2453576.87555,95249.7,1.11
2453579.83685,95249.9,1.15
NaN,NaN,NaN
