0,1,2
2455591.7843,-4414.0,20.0
2455593.8655,-4238.0,12.0
2455595.837,-4375.0,14.0
2455596.7857,-4352.0,13.0
2455598.7838,-4287.0,12.0
2455599.8011,-4360.0,19.0
2455602.8371,-4243.0,13.0
2455604.8196,-4377.0,13.0
2455605.7954,-4368.0,13.0
2455607.7461,-4275.0,14.0
2455623.7577,-4356.0,17.0
2455624.7801,-4262.0,14.0
2455625.6823,-4264.0,14.0
2455629.8416,-4271.0,13.0
2455635.7567,-4367.0,21.0
2455637.7936,-4308.0,24.0
2455665.587,-4240.0,14.0
2455675.8082,-4384.0,16.0
2455679.7306,-4333.0,14.0
2455764.5358,-4290.0,15.0
NaN,NaN,NaN
